hostname,label,category,probe_id,probe_asn,resolved_ips,first_ip_asn,first_ip_asn_name,timestamp
uet.edu.pk,UET Lahore,education,60223,23674,104.21.79.62;172.67.142.140,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:24.379677+00:00
uet.edu.pk,UET Lahore,education,62224,38193,104.21.79.62;172.67.142.140,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:24.380041+00:00
uet.edu.pk,UET Lahore,education,7613,152605,104.21.79.62;172.67.142.140,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:24.380494+00:00
aku.edu,Aga Khan University,education,60223,23674,52.156.198.57,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",2026-06-06T18:04:27.709945+00:00
aku.edu,Aga Khan University,education,62224,38193,52.156.198.57,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",2026-06-06T18:04:27.710190+00:00
aku.edu,Aga Khan University,education,7613,152605,52.156.198.57,8075,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",2026-06-06T18:04:27.710350+00:00
comsats.edu.pk,COMSATS,education,60223,23674,104.20.28.132;172.66.158.132,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:31.027382+00:00
comsats.edu.pk,COMSATS,education,62224,38193,104.20.28.132;172.66.158.132,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:31.027608+00:00
comsats.edu.pk,COMSATS,education,7613,152605,104.20.28.132;172.66.158.132,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:31.028145+00:00
iba.edu.pk,IBA Karachi,education,60223,23674,192.124.249.134,30148,"SUCURI-SEC - Sucuri, US",2026-06-06T18:04:34.310904+00:00
iba.edu.pk,IBA Karachi,education,62224,38193,192.124.249.134,30148,"SUCURI-SEC - Sucuri, US",2026-06-06T18:04:34.311324+00:00
iba.edu.pk,IBA Karachi,education,7613,152605,192.124.249.134,30148,"SUCURI-SEC - Sucuri, US",2026-06-06T18:04:34.311704+00:00
pucit.edu.pk,PUCIT,education,60223,23674,202.147.169.205,23966,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",2026-06-06T18:04:40.059975+00:00
pucit.edu.pk,PUCIT,education,62224,38193,202.147.169.205,23966,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",2026-06-06T18:04:40.060337+00:00
pucit.edu.pk,PUCIT,education,7613,152605,202.147.169.205,23966,"LDN-AS-PK - LINKdotNET Telecom Limited, PK",2026-06-06T18:04:40.060591+00:00
ilmkidunya.com,IlmKiDunya,education,60223,23674,54.39.132.143,16276,"OVH - OVH SAS, FR",2026-06-06T18:04:45.759412+00:00
ilmkidunya.com,IlmKiDunya,education,62224,38193,54.39.132.143,16276,"OVH - OVH SAS, FR",2026-06-06T18:04:45.759652+00:00
ilmkidunya.com,IlmKiDunya,education,7613,152605,54.39.132.143,16276,"OVH - OVH SAS, FR",2026-06-06T18:04:45.759824+00:00
rozee.pk,Rozee.pk Jobs,education,60223,23674,104.26.14.193;104.26.15.193;172.67.69.213,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:49.224635+00:00
rozee.pk,Rozee.pk Jobs,education,62224,38193,104.26.14.193;104.26.15.193;172.67.69.213,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:49.225086+00:00
rozee.pk,Rozee.pk Jobs,education,7613,152605,104.26.14.193;104.26.15.193;172.67.69.213,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:49.225448+00:00
taleem360.com,Taleem 360,education,60223,23674,104.21.94.27;172.67.218.139,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:52.528585+00:00
taleem360.com,Taleem 360,education,62224,38193,104.21.94.27;172.67.218.139,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:52.528925+00:00
taleem360.com,Taleem 360,education,7613,152605,104.21.94.27;172.67.218.139,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T18:04:52.529192+00:00
taleemabad.com,Taleemabad,education,60223,23674,47.129.37.78,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:55.793824+00:00
taleemabad.com,Taleemabad,education,62224,38193,47.129.37.78,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:55.794070+00:00
taleemabad.com,Taleemabad,education,7613,152605,47.129.37.78,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:55.794413+00:00
zameen.com,Zameen,real_estate,60223,23674,108.131.240.252;108.133.16.203;54.154.192.49,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:59.272068+00:00
zameen.com,Zameen,real_estate,62224,38193,108.131.240.252;108.133.16.203;54.154.192.49,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:59.273278+00:00
zameen.com,Zameen,real_estate,7613,152605,108.131.240.252;108.133.16.203;54.154.192.49,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T18:04:59.274096+00:00
