ping_time,target_hostname,target_label,sent,rcvd,loss_pct,rtt_min,rtt_avg,rtt_max,measurement_id
2026-06-10T11:48:42+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.422772,40.724853333333336,41.116436,178955540
2026-06-10T11:49:43+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.272598,40.611003000000004,40.800887,178955540
2026-06-10T11:50:51+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.574152,40.77977166666667,41.037956,178955540
2026-06-10T11:51:41+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.644799,40.702138,40.744489,178955540
2026-06-10T11:52:37+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.673921,40.77313066666667,40.841057,178955540
2026-06-10T11:53:39+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.475343,40.682349,40.900663,178955540
2026-06-10T11:54:49+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.411671,40.503387000000004,40.648414,178955540
2026-06-10T11:55:51+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.529682,40.80661466666667,41.008447,178955540
2026-06-10T11:56:50+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.722821,40.937187333333334,41.14982,178955540
2026-06-10T11:57:40+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.29094,40.64828,40.960203,178955540
2026-06-10T11:58:37+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.466237,40.56779266666667,40.739862,178955540
2026-06-10T11:59:42+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.717698,40.815147,40.971242,178955540
2026-06-10T12:00:51+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.581045,40.618515,40.672653,178955540
2026-06-10T12:01:47+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.536321,40.59947333333333,40.63537,178955540
2026-06-10T12:02:44+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.389827,40.61067466666666,40.836909,178955540
2026-06-10T12:03:51+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.80762,40.856958,40.91859,178955540
2026-06-10T12:04:43+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.590081,40.85325133333333,41.176454,178955540
2026-06-10T12:05:49+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.613641,40.695781000000004,40.771414,178955540
2026-06-10T12:06:47+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.429355,42.442370333333336,46.175728,178955540
2026-06-10T12:07:38+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.473895,40.58758566666666,40.720238,178955540
2026-06-10T12:08:36+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.584058,40.83952166666666,41.03578,178955540
2026-06-10T12:09:50+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.648798,40.980668666666666,41.261334,178955540
2026-06-10T12:10:39+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.478883,40.53691533333333,40.600655,178955540
2026-06-10T12:11:42+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.29923,40.54549333333333,40.879125,178955540
2026-06-10T12:12:40+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.317618,40.672797,40.957436,178955540
2026-06-10T12:13:45+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.647916,40.78803633333334,41.010751,178955540
2026-06-10T12:14:39+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.455647,40.681961333333334,40.935851,178955540
2026-06-10T12:15:45+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.354356,40.591231,40.749912,178955540
2026-06-10T12:16:48+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.594241,40.73761433333333,40.946993,178955540
2026-06-10T12:17:50+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.660168,40.760977000000004,40.946594,178955540
2026-06-10T12:18:37+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.504313,40.745242,40.875868,178955540
2026-06-10T12:19:46+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.845787,40.93560866666667,41.031324,178955540
2026-06-10T12:20:45+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.455911,40.67286466666666,41.068528,178955540
2026-06-10T12:21:43+00:00,dunyanews.tv,Dunya News,3,3,0.0,40.483194,40.716788666666666,40.915234,178955540
2026-06-10T10:37:03+00:00,hbl.com,HBL Bank,3,3,0.0,199.85259,202.05234199999998,206.27287,178955553
2026-06-10T10:38:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.309112,202.90962166666668,208.025673,178955553
2026-06-10T10:39:06+00:00,hbl.com,HBL Bank,3,3,0.0,200.101333,200.38751966666666,200.665306,178955553
2026-06-10T10:40:09+00:00,hbl.com,HBL Bank,3,3,0.0,200.123175,200.37429166666666,200.512411,178955553
2026-06-10T10:41:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.940038,200.19392833333333,200.662505,178955553
2026-06-10T10:41:57+00:00,hbl.com,HBL Bank,3,3,0.0,200.258201,200.451419,200.619995,178955553
2026-06-10T10:42:57+00:00,hbl.com,HBL Bank,3,3,0.0,199.896007,200.1505106666667,200.490382,178955553
2026-06-10T10:44:02+00:00,hbl.com,HBL Bank,3,3,0.0,200.234758,202.297539,206.152754,178955553
2026-06-10T10:44:57+00:00,hbl.com,HBL Bank,3,3,0.0,199.92393,199.99089600000002,200.049221,178955553
2026-06-10T10:46:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.764628,199.82626033333335,199.939525,178955553
2026-06-10T10:47:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.968967,200.13068866666666,200.266915,178955553
2026-06-10T10:48:05+00:00,hbl.com,HBL Bank,3,3,0.0,199.411635,199.86639766666667,200.253474,178955553
2026-06-10T10:49:04+00:00,hbl.com,HBL Bank,3,3,0.0,199.977048,200.16781233333333,200.289637,178955553
2026-06-10T10:50:11+00:00,hbl.com,HBL Bank,3,3,0.0,199.685317,200.00905433333332,200.314416,178955553
2026-06-10T10:51:06+00:00,hbl.com,HBL Bank,3,3,0.0,199.834611,200.24915633333333,200.509314,178955553
2026-06-10T10:52:00+00:00,hbl.com,HBL Bank,3,3,0.0,200.048552,200.1860846666667,200.340659,178955553
2026-06-10T10:53:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.696199,202.57369466666668,207.414761,178955553
2026-06-10T10:54:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.989506,200.10351666666668,200.204566,178955553
2026-06-10T10:55:00+00:00,hbl.com,HBL Bank,3,3,0.0,200.302336,200.36450133333332,200.419626,178955553
2026-06-10T10:56:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.035381,201.44559133333334,203.130868,178955553
2026-06-10T10:57:02+00:00,hbl.com,HBL Bank,3,3,0.0,200.269324,200.46923633333333,200.768571,178955553
2026-06-10T10:58:02+00:00,hbl.com,HBL Bank,3,3,0.0,199.804643,200.102004,200.297249,178955553
2026-06-10T10:59:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.222417,199.950378,200.54718,178955553
2026-06-10T11:00:02+00:00,hbl.com,HBL Bank,3,3,0.0,200.232192,200.90889500000003,202.129168,178955553
2026-06-10T11:01:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.956969,201.35264433333336,203.7594,178955553
2026-06-10T11:01:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.594777,200.123439,200.70832,178955553
2026-06-10T11:03:11+00:00,hbl.com,HBL Bank,3,3,0.0,200.116719,200.35122133333334,200.598445,178955553
2026-06-10T11:03:59+00:00,hbl.com,HBL Bank,3,3,0.0,200.044314,200.14840366666667,200.238332,178955553
2026-06-10T11:05:06+00:00,hbl.com,HBL Bank,3,3,0.0,199.946228,200.09320133333335,200.18225,178955553
2026-06-10T11:05:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.676284,199.90067833333333,200.318984,178955553
2026-06-10T11:07:07+00:00,hbl.com,HBL Bank,3,3,0.0,199.873424,200.10939266666665,200.36483,178955553
2026-06-10T11:08:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.876675,200.0070606666667,200.133499,178955553
2026-06-10T11:09:02+00:00,hbl.com,HBL Bank,3,3,0.0,200.13366,200.971898,201.781493,178955553
2026-06-10T11:10:04+00:00,hbl.com,HBL Bank,3,3,0.0,199.859637,200.05618866666669,200.194948,178955553
2026-06-10T11:11:07+00:00,hbl.com,HBL Bank,3,3,0.0,199.76259,200.152679,200.683154,178955553
2026-06-10T11:12:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.099406,200.34526933333333,200.652258,178955553
2026-06-10T11:13:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.188137,200.365273,200.621617,178955553
2026-06-10T11:13:57+00:00,hbl.com,HBL Bank,3,3,0.0,200.194938,200.304335,200.470564,178955553
2026-06-10T11:15:04+00:00,hbl.com,HBL Bank,3,3,0.0,200.029005,200.11293233333333,200.270787,178955553
2026-06-10T11:16:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.02393,200.22613466666667,200.424926,178955553
2026-06-10T11:17:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.189226,200.61353166666666,201.361654,178955553
2026-06-10T11:18:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.745027,199.89144033333332,200.016812,178955553
2026-06-10T11:19:06+00:00,hbl.com,HBL Bank,3,3,0.0,200.034656,200.18618966666668,200.417891,178955553
2026-06-10T11:20:05+00:00,hbl.com,HBL Bank,3,3,0.0,200.140986,200.329537,200.656714,178955553
2026-06-10T11:20:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.996443,200.06170233333333,200.17742,178955553
2026-06-10T11:22:07+00:00,hbl.com,HBL Bank,3,3,0.0,199.668122,199.830831,200.042158,178955553
2026-06-10T11:23:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.882542,200.25081633333335,200.50596,178955553
2026-06-10T11:24:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.946308,200.25761699999998,200.516521,178955553
2026-06-10T11:25:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.772721,199.955031,200.052347,178955553
2026-06-10T11:26:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.693753,200.12974033333333,200.555753,178955553
2026-06-10T11:27:07+00:00,hbl.com,HBL Bank,3,3,0.0,200.219962,200.39299100000002,200.591436,178955553
2026-06-10T11:28:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.882331,200.17566466666668,200.370456,178955553
2026-06-10T11:29:05+00:00,hbl.com,HBL Bank,3,3,0.0,199.51171,199.9490033333333,200.297862,178955553
2026-06-10T11:30:06+00:00,hbl.com,HBL Bank,3,3,0.0,199.925268,200.138434,200.463477,178955553
2026-06-10T11:31:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.000875,202.288286,206.110159,178955553
2026-06-10T11:32:05+00:00,hbl.com,HBL Bank,3,3,0.0,199.880463,200.13419366666665,200.456837,178955553
2026-06-10T11:33:05+00:00,hbl.com,HBL Bank,3,3,0.0,200.09588,200.574899,201.334198,178955553
2026-06-10T11:34:06+00:00,hbl.com,HBL Bank,3,3,0.0,200.234853,200.49567733333333,200.641851,178955553
2026-06-10T11:35:05+00:00,hbl.com,HBL Bank,3,3,0.0,200.20253,200.33827566666665,200.457353,178955553
2026-06-10T11:35:57+00:00,hbl.com,HBL Bank,3,3,0.0,199.990271,200.12254933333335,200.236213,178955553
2026-06-10T11:37:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.283097,201.42277566666667,203.512515,178955553
2026-06-10T11:38:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.687681,199.95541266666666,200.452072,178955553
2026-06-10T11:39:10+00:00,hbl.com,HBL Bank,3,3,0.0,200.253893,200.34947566666665,200.438791,178955553
2026-06-10T11:39:59+00:00,hbl.com,HBL Bank,3,3,0.0,200.081957,200.16407166666667,200.292137,178955553
2026-06-10T11:41:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.128522,201.303057,203.628365,178955553
2026-06-10T11:42:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.161503,200.28874133333332,200.536178,178955553
2026-06-10T11:43:03+00:00,hbl.com,HBL Bank,3,3,0.0,199.973245,200.23518933333332,200.543378,178955553
2026-06-10T11:43:57+00:00,hbl.com,HBL Bank,3,3,0.0,200.147662,200.25796533333335,200.319197,178955553
2026-06-10T11:45:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.796109,200.200866,200.632746,178955553
2026-06-10T11:46:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.540915,201.68499433333332,203.956511,178955553
2026-06-10T11:47:11+00:00,hbl.com,HBL Bank,3,3,0.0,200.020387,200.2129646666667,200.427064,178955553
2026-06-10T11:47:57+00:00,hbl.com,HBL Bank,3,3,0.0,199.778125,200.1356513333333,200.493551,178955553
2026-06-10T11:48:57+00:00,hbl.com,HBL Bank,3,3,0.0,200.05463,200.11980933333334,200.184722,178955553
2026-06-10T11:50:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.9511,200.64548466666668,201.774709,178955553
2026-06-10T11:51:05+00:00,hbl.com,HBL Bank,3,3,0.0,200.109868,200.42184366666666,200.825534,178955553
2026-06-10T11:52:07+00:00,hbl.com,HBL Bank,3,3,0.0,199.824161,202.242385,206.523341,178955553
2026-06-10T11:53:01+00:00,hbl.com,HBL Bank,3,3,0.0,200.262762,201.40249400000002,203.613312,178955553
2026-06-10T11:54:11+00:00,hbl.com,HBL Bank,3,3,0.0,200.115708,200.22611833333335,200.332048,178955553
2026-06-10T11:55:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.983686,200.10143000000002,200.220508,178955553
2026-06-10T11:56:03+00:00,hbl.com,HBL Bank,3,3,0.0,199.750784,200.96636366666667,202.775385,178955553
2026-06-10T11:56:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.951203,200.2400563333333,200.524376,178955553
2026-06-10T11:58:07+00:00,hbl.com,HBL Bank,3,3,0.0,200.170422,201.457582,203.749875,178955553
2026-06-10T11:58:57+00:00,hbl.com,HBL Bank,3,3,0.0,199.927269,200.17707900000002,200.390272,178955553
2026-06-10T12:00:08+00:00,hbl.com,HBL Bank,3,3,0.0,200.035518,200.166304,200.362269,178955553
2026-06-10T12:01:05+00:00,hbl.com,HBL Bank,3,3,0.0,201.66935,202.02175633333334,202.41934,178955553
2026-06-10T12:02:05+00:00,hbl.com,HBL Bank,3,3,0.0,199.822378,200.01476933333333,200.138328,178955553
2026-06-10T12:03:08+00:00,hbl.com,HBL Bank,3,3,0.0,199.884544,200.16243633333337,200.335306,178955553
2026-06-10T12:04:03+00:00,hbl.com,HBL Bank,3,3,0.0,201.489786,201.648094,201.794214,178955553
2026-06-10T12:04:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.622093,200.03253099999998,200.352321,178955553
2026-06-10T12:06:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.196215,201.63334333333333,204.252619,178955553
2026-06-10T12:07:10+00:00,hbl.com,HBL Bank,3,3,0.0,199.864354,199.97399166666665,200.179105,178955553
2026-06-10T12:08:05+00:00,hbl.com,HBL Bank,3,3,0.0,200.09131,200.35722833333332,200.611999,178955553
2026-06-10T12:09:03+00:00,hbl.com,HBL Bank,3,3,0.0,199.493803,200.068656,200.478454,178955553
2026-06-10T12:10:04+00:00,hbl.com,HBL Bank,3,3,0.0,199.948591,200.2110153333333,200.36951,178955553
2026-06-10T12:10:58+00:00,hbl.com,HBL Bank,3,3,0.0,200.078763,201.30463699999999,203.664937,178955553
2026-06-10T12:12:03+00:00,hbl.com,HBL Bank,3,3,0.0,200.060655,200.144236,200.233071,178955553
2026-06-10T12:13:07+00:00,hbl.com,HBL Bank,3,3,0.0,200.207002,200.37032333333332,200.693286,178955553
2026-06-10T12:13:59+00:00,hbl.com,HBL Bank,3,3,0.0,199.988563,200.163913,200.48933,178955553
2026-06-10T12:15:11+00:00,hbl.com,HBL Bank,3,3,0.0,199.561344,199.95895399999998,200.340136,178955553
2026-06-10T12:16:01+00:00,hbl.com,HBL Bank,3,3,0.0,199.956734,201.20338233333334,203.16751,178955553
2026-06-10T12:17:02+00:00,hbl.com,HBL Bank,3,3,0.0,199.886761,200.26255533333335,200.646831,178955553
2026-06-10T12:18:09+00:00,hbl.com,HBL Bank,3,3,0.0,199.99901,200.12283566666667,200.288478,178955553
2026-06-10T12:19:02+00:00,hbl.com,HBL Bank,3,3,0.0,200.055428,201.9165876666667,205.609304,178955553
2026-06-10T12:20:00+00:00,hbl.com,HBL Bank,3,3,0.0,200.226404,200.39820733333332,200.676447,178955553
2026-06-10T12:21:06+00:00,hbl.com,HBL Bank,3,3,0.0,199.797005,199.92621666666665,200.128715,178955553
2026-06-10T12:22:07+00:00,hbl.com,HBL Bank,3,3,0.0,200.037267,200.21605666666667,200.457386,178955553
2026-06-10T10:38:14+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.446999,134.23187266666665,139.514233,178956530
2026-06-10T10:39:24+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.2301,131.60554766666667,132.108421,178956530
2026-06-10T10:40:14+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.063923,131.20116299999998,131.276023,178956530
2026-06-10T10:41:27+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.40519,131.479064,131.523202,178956530
2026-06-10T10:42:13+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.225013,131.44180733333334,131.661375,178956530
2026-06-10T10:43:24+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.134765,131.63355866666666,132.087175,178956530
2026-06-10T10:44:23+00:00,mcb.com.pk,MCB Bank,3,3,0.0,130.958349,131.339158,131.806588,178956530
2026-06-10T10:45:18+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.145486,131.316729,131.539444,178956530
2026-06-10T10:46:26+00:00,mcb.com.pk,MCB Bank,3,3,0.0,130.989227,131.28146766666669,131.511596,178956530
2026-06-10T10:47:23+00:00,mcb.com.pk,MCB Bank,3,3,0.0,130.851214,131.17124399999997,131.459591,178956530
2026-06-10T10:48:22+00:00,mcb.com.pk,MCB Bank,3,3,0.0,130.721762,131.139001,131.514476,178956530
2026-06-10T10:49:13+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.188606,131.28157466666667,131.328299,178956530
2026-06-10T10:50:25+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.200672,131.31137533333333,131.380048,178956530
2026-06-10T10:51:17+00:00,mcb.com.pk,MCB Bank,3,3,0.0,130.930006,131.173789,131.301561,178956530
2026-06-10T10:52:23+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.247396,131.434347,131.564306,178956530
2026-06-10T10:53:23+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.217234,131.42007933333332,131.626392,178956530
2026-06-10T10:54:22+00:00,mcb.com.pk,MCB Bank,3,3,0.0,131.377249,131.45250866666666,131.533423,178956530
