target_hostname,target_label,target_category,probe_id,probe_asn,probe_city,trace_time,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout,target_ip,target_asn,target_asn_name,target_country,destination_responded,measurement_id
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:31:31+00:00,4,110.93.197.229,2.772,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:31:31+00:00,5,202.142.160.201,2.476,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:31:31+00:00,6,125.209.73.226,2.949,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:31:31+00:00,7,202.142.167.148,2.824,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,1,192.168.100.1,0.303,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,2,70.70.140.114,1.586,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,3,110.93.212.161,2.138,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,4,110.93.197.229,2.646,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,5,202.142.160.201,2.824,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,6,125.209.73.226,3.015,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T09:46:34+00:00,7,202.142.167.148,3.226,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,1,192.168.100.1,0.27,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,2,70.70.140.114,1.649,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,3,110.93.212.161,3.0,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,4,110.93.197.229,4.418,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,5,202.142.160.201,4.773,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,6,125.209.73.226,5.009,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:01:21+00:00,7,202.142.167.148,12.253,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,1,192.168.100.1,0.316,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,2,70.70.140.114,1.476,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,3,110.93.212.161,2.454,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,4,110.93.197.229,2.883,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,5,202.142.160.201,2.731,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,6,125.209.73.226,3.103,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:16:24+00:00,7,202.142.167.148,3.188,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,1,192.168.100.1,0.36,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,2,70.70.140.114,3.078,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,3,110.93.212.161,4.262,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,4,110.93.197.229,5.873,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,5,202.142.160.201,5.252,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,6,125.209.73.226,3.827,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:31:22+00:00,7,202.142.167.148,3.408,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,1,192.168.100.1,0.318,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,2,70.70.140.114,1.632,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,3,110.93.212.161,2.054,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,4,110.93.197.229,2.857,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,5,202.142.160.201,2.455,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,6,125.209.73.226,2.883,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T10:46:34+00:00,7,202.142.167.148,3.066,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,1,192.168.100.1,0.285,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,2,70.70.140.114,1.566,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,3,110.93.212.161,2.115,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,4,110.93.197.229,3.015,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,5,202.142.160.201,6.678,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,6,125.209.73.226,10.133,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:01:22+00:00,7,202.142.167.148,26.208,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,1,192.168.100.1,0.479,,,,RFC1918,True,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,2,70.70.140.114,1.8,6327,70.70.140.0/22,CA,"SHAW - Shaw Communications, CA",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,3,110.93.212.161,2.441,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,4,110.93.197.229,3.551,38193,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,5,202.142.160.201,2.729,9260,202.142.160.0/19,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
dunyanews.tv,Dunya News,news,1015679,136174,LocalInternetProj01,2026-06-11T11:16:25+00:00,6,125.209.73.226,3.065,9260,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,True,179311279
