target_hostname,target_label,target_category,probe_id,probe_asn,probe_city,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout,target_ip,target_asn,target_asn_name,target_country,destination_responded,measurement_id,timestamp
radio.gov.pk,Radio,news,7613,152605,Pakistan,1,157.20.147.17,0.577,152605,157.20.147.0/24,PK,"ZCOMNETWORKS-AS-AP - Z COM NETWORKS, PK",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,7613,152605,Pakistan,2,110.93.205.184,0.762,38193,110.93.205.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,7613,152605,Pakistan,3,110.93.254.40,20.815,,110.93.192.0/18,PK,TWA,False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,7613,152605,Pakistan,4,110.93.252.222,16.577,,110.93.192.0/18,PK,TWA,False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,7613,152605,Pakistan,5,110.93.192.198,17.397,38193,110.93.192.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,7613,152605,Pakistan,6,172.67.70.232,17.219,13335,172.67.64.0/20,US,"CLOUDFLARENET - Cloudflare, Inc., US",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181161607,2026-06-17T05:38:57.184406
radio.gov.pk,Radio,news,60223,23674,Pakistan,1,192.168.18.1,1.752,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,2,100.89.224.1,3.035,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,3,172.27.0.29,3.281,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,4,172.27.0.22,2.845,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,5,172.31.5.253,2.946,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,6,172.31.5.106,156.109,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,7,203.175.65.67,3.891,23674,203.175.64.0/20,PK,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,60223,23674,Pakistan,8,172.67.70.232,3.242,13335,172.67.64.0/20,US,"CLOUDFLARENET - Cloudflare, Inc., US",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181160996,2026-06-17T05:38:15.608628
radio.gov.pk,Radio,news,62224,38193,Pakistan,1,10.102.76.1,0.932,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,2,172.25.3.14,0.779,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,3,*,,,,,,False,True,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,4,*,,,,,,False,True,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,5,*,,,,,,False,True,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,6,*,,,,,,False,True,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,7,*,,,,,,False,True,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,62224,38193,Pakistan,255,172.67.70.232,22.229,13335,172.67.64.0/20,US,"CLOUDFLARENET - Cloudflare, Inc., US",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181159935,2026-06-17T05:38:06.591406
radio.gov.pk,Radio,news,1015679,136174,Pakistan,1,192.168.100.1,0.657,,,,RFC1918,True,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181157609,2026-06-17T05:36:44.428456
radio.gov.pk,Radio,news,1015679,136174,Pakistan,2,70.70.71.137,1.7,6327,70.64.0.0/12,CA,"SHAW - Shaw Communications, CA",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181157609,2026-06-17T05:36:44.428456
radio.gov.pk,Radio,news,1015679,136174,Pakistan,3,110.93.212.161,2.365,38193,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181157609,2026-06-17T05:36:44.428456
radio.gov.pk,Radio,news,1015679,136174,Pakistan,4,110.93.252.102,18.095,,110.93.192.0/18,PK,TWA,False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181157609,2026-06-17T05:36:44.428456
radio.gov.pk,Radio,news,1015679,136174,Pakistan,5,110.93.252.222,17.872,,110.93.192.0/18,PK,TWA,False,False,172.67.70.232,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,True,181157609,2026-06-17T05:36:44.428456
