measurement_id,probe_id,probe_asn,probe_city,target_label,target_category,target_hostname,target_ip,target_asn,target_asn_name,target_country,dest_location,location_via,destination_responded,total_hops,timeout_hops,max_rtt_ms,asns_in_path,countries_in_path,timestamp
181391466,1015679,136174,Pakistan,Iqra,education,iqra.edu.pk,103.138.162.150,139024,"IQRAUNIVERSITY-AS-AP - Iqra University, PK",PK,"Karachi, Sindh, PK",server IP,False,6,6,39.183,6327 > 38193,CA > PK,2026-06-17T17:01:26.743729
181391475,1015679,136174,Pakistan,Isra,education,isra.edu.pk,103.12.58.100,58893,"GESNET-AS-AP - Gemnet Enterprise Solutions Pvt Ltd, PK",PK,"Islamabad, Islamabad, PK",server IP,True,8,1,45.51,6327 > 38193 > 58893,CA > PK,2026-06-17T17:01:36.165133
181391480,1015679,136174,Pakistan,Iub,education,iub.edu.pk,121.52.159.138,45773,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",PK,"Islamabad, Islamabad, PK",server IP,True,12,0,49.693,6327 > 38193 > 45773,CA > PK,2026-06-17T17:01:42.988581
181391483,1015679,136174,Pakistan,Kfueit,education,kfueit.edu.pk,175.107.18.165,23888,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",PK,"Taxila, Punjab, PK",server IP,False,6,6,40.62,6327 > 38193,CA > PK,2026-06-17T17:01:51.682361
181391493,1015679,136174,Pakistan,Kinnaird,education,kinnaird.edu.pk,152.53.85.158,197540,"netcup-AS - netcup GmbH, DE",AT,"Nuremberg, Bavaria, DE",server IP,True,10,1,217.069,6327 > 38193 > 201011 > 197540,CA > PK > NL > DE > AT,2026-06-17T17:01:58.277986
181391498,1015679,136174,Pakistan,Kiu,education,kiu.edu.pk,210.56.9.85,7590,"COMSATS - Commission on Science and Technology for, PK",PK,"Islamabad, Islamabad, PK",server IP,True,8,0,50.356,6327 > 38193 > 7590,CA > PK,2026-06-17T17:02:10.919045
181391504,1015679,136174,Pakistan,Kust,education,kust.edu.pk,107.6.142.186,32475,"SINGLEHOP-LLC - Internap Holding LLC, US",US,"Amsterdam, North Holland, NL",server IP,False,13,7,167.228,6327 > 38193 > 174 > 32475,CA > PK > US,2026-06-17T17:02:19.909526
181391512,1015679,136174,Pakistan,Lacas,education,lacas.edu.pk,104.21.61.114,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,"Kwai Chung, Kwai Tsing District, HK",handoff 223.120.23.5,True,11,0,138.589,6327 > 38193 > 58453 > 13335,CA > PK > HK > US,2026-06-17T17:02:32.652767
181391517,1015679,136174,Pakistan,Learning,education,learning.pk,13.248.169.48,16509,"AMAZON-02 - Amazon.com, Inc., US",US,"Montreal, Quebec, CA",server IP,True,6,5,113.215,6327 > 38193 > 16509,CA > PK > US,2026-06-17T17:02:36.165696
181391523,1015679,136174,Pakistan,Lgu,education,lgu.edu.pk,172.67.210.178,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,"Kwai Chung, Kwai Tsing District, HK",handoff 223.120.23.5,True,11,0,142.766,6327 > 38193 > 58453 > 13335,CA > PK > HK > US,2026-06-17T17:02:37.702549
181391531,1015679,136174,Pakistan,Library,education,library.pk,64.190.63.222,47846,"SEDO-AS - SEDO GmbH, DE",DE,"Cologne, North Rhine-Westphalia, DE",server IP,True,12,1,184.358,6327 > 38193 > 3356 > 8560 > 47846,CA > PK > GB > DE,2026-06-17T17:02:44.506266
181391534,1015679,136174,Pakistan,Luawms,education,luawms.edu.pk,104.21.23.169,13335,"CLOUDFLARENET - Cloudflare, Inc., US",US,"Kwai Chung, Kwai Tsing District, HK",handoff 223.120.23.5,True,11,0,143.304,6327 > 38193 > 58453 > 13335,CA > PK > HK > US,2026-06-17T17:02:52.461639
181391541,1015679,136174,Pakistan,Lums,education,lums.edu.pk,111.68.103.174,45773,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",PK,"Lahore, Punjab, PK",server IP,True,6,0,25.293,6327 > 38193 > 45773,CA > PK,2026-06-17T17:02:54.415493
181391544,1015679,136174,Pakistan,Maju,education,maju.edu.pk,58.27.134.39,38264,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",PK,"Karachi, Sindh, PK",server IP,False,11,6,43.498,6327 > 38193 > 38264,CA > PK,2026-06-17T17:02:58.229286
181391689,62224,38193,Pakistan,Iqra,education,iqra.edu.pk,103.138.162.150,139024,"IQRAUNIVERSITY-AS-AP - Iqra University, PK",PK,"Karachi, Sindh, PK",server IP,False,2,6,1.938,,,2026-06-17T17:03:04.800302
