trace_id,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout
759,3,110.93.212.161,21.503,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
759,4,110.93.252.50,40.254,,110.93.192.0/18,PK,TWA,False,False
759,5,110.93.252.224,40.519,,110.93.192.0/18,PK,TWA,False,False
759,6,*,,,,,,False,True
759,7,*,,,,,,False,True
759,8,*,,,,,,False,True
759,9,*,,,,,,False,True
759,10,*,,,,,,False,True
759,255,47.246.167.168,111.994,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
837,1,192.168.100.1,0.283,,,,RFC1918,True,False
837,2,70.70.71.137,16.144,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
837,3,110.93.212.161,16.224,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
837,4,110.93.252.50,25.17,,110.93.192.0/18,PK,TWA,False,False
837,5,110.93.252.224,22.678,,110.93.192.0/18,PK,TWA,False,False
837,6,*,,,,,,False,True
837,7,198.11.129.117,108.224,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
837,8,*,,,,,,False,True
837,9,*,,,,,,False,True
837,10,*,,,,,,False,True
837,11,47.246.167.168,101.189,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
917,1,192.168.100.1,0.314,,,,RFC1918,True,False
917,2,70.70.71.137,1.519,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
917,3,110.93.212.161,2.278,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
917,4,110.93.252.50,20.934,,110.93.192.0/18,PK,TWA,False,False
917,5,110.93.252.224,23.326,,110.93.192.0/18,PK,TWA,False,False
917,6,*,,,,,,False,True
917,7,*,,,,,,False,True
917,8,*,,,,,,False,True
917,9,*,,,,,,False,True
917,10,*,,,,,,False,True
917,255,47.246.167.168,105.721,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
997,1,192.168.100.1,0.295,,,,RFC1918,True,False
997,2,70.70.71.137,22.221,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
997,3,110.93.212.161,20.313,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
997,4,110.93.252.50,44.365,,110.93.192.0/18,PK,TWA,False,False
997,5,110.93.252.224,31.453,,110.93.192.0/18,PK,TWA,False,False
997,6,*,,,,,,False,True
997,7,198.11.129.117,388.604,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
997,8,*,,,,,,False,True
997,9,*,,,,,,False,True
997,10,*,,,,,,False,True
997,11,47.246.167.168,101.387,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1078,1,192.168.100.1,0.309,,,,RFC1918,True,False
1078,2,70.70.71.137,19.645,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1078,3,110.93.212.161,20.03,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1078,4,110.93.252.50,40.136,,110.93.192.0/18,PK,TWA,False,False
1078,5,110.93.252.224,43.624,,110.93.192.0/18,PK,TWA,False,False
1078,6,*,,,,,,False,True
1078,7,198.11.129.117,113.366,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1078,8,*,,,,,,False,True
1078,9,*,,,,,,False,True
1078,10,*,,,,,,False,True
1078,11,47.246.167.168,114.927,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1158,1,192.168.100.1,0.352,,,,RFC1918,True,False
1158,2,70.70.71.137,7.673,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1158,3,110.93.212.161,10.457,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1158,4,110.93.252.50,25.394,,110.93.192.0/18,PK,TWA,False,False
1158,5,110.93.252.224,25.457,,110.93.192.0/18,PK,TWA,False,False
1158,6,*,,,,,,False,True
1158,7,198.11.129.117,118.818,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1158,8,*,,,,,,False,True
1158,9,*,,,,,,False,True
1158,10,*,,,,,,False,True
1158,11,47.246.167.168,101.899,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1238,1,192.168.100.1,0.309,,,,RFC1918,True,False
1238,2,70.70.71.137,20.58,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1238,3,110.93.212.161,22.184,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1238,4,110.93.252.50,42.156,,110.93.192.0/18,PK,TWA,False,False
1238,5,110.93.252.224,41.826,,110.93.192.0/18,PK,TWA,False,False
1238,6,*,,,,,,False,True
1238,7,198.11.129.117,114.524,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1238,8,*,,,,,,False,True
1238,9,*,,,,,,False,True
1238,10,*,,,,,,False,True
1238,11,47.246.167.168,114.788,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1318,1,192.168.100.1,0.287,,,,RFC1918,True,False
1318,2,70.70.71.137,24.557,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1318,3,110.93.212.161,25.171,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1318,4,110.93.252.50,43.253,,110.93.192.0/18,PK,TWA,False,False
1318,5,110.93.252.224,41.574,,110.93.192.0/18,PK,TWA,False,False
1318,6,*,,,,,,False,True
1318,7,198.11.129.117,115.375,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1318,8,*,,,,,,False,True
1318,9,*,,,,,,False,True
1318,10,*,,,,,,False,True
1318,11,47.246.167.168,105.772,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1397,1,192.168.100.1,0.282,,,,RFC1918,True,False
1397,2,70.70.71.137,16.184,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1397,3,110.93.212.161,19.987,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1397,4,110.93.252.50,38.707,,110.93.192.0/18,PK,TWA,False,False
1397,5,110.93.252.224,44.132,,110.93.192.0/18,PK,TWA,False,False
1397,6,*,,,,,,False,True
1397,7,*,,,,,,False,True
1397,8,*,,,,,,False,True
1397,9,*,,,,,,False,True
1397,10,*,,,,,,False,True
1397,255,47.246.167.168,125.447,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1477,1,192.168.100.1,0.29,,,,RFC1918,True,False
1477,2,70.70.71.137,3.903,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1477,3,110.93.212.161,2.653,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1477,4,110.93.252.50,20.295,,110.93.192.0/18,PK,TWA,False,False
1477,5,110.93.252.224,20.569,,110.93.192.0/18,PK,TWA,False,False
1477,6,*,,,,,,False,True
1477,7,198.11.129.117,99.358,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1477,8,*,,,,,,False,True
1477,9,*,,,,,,False,True
1477,10,*,,,,,,False,True
1477,11,47.246.167.168,120.199,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1559,1,192.168.100.1,0.287,,,,RFC1918,True,False
1559,2,70.70.71.137,24.087,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1559,3,110.93.212.161,25.447,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1559,4,110.93.252.50,40.483,,110.93.192.0/18,PK,TWA,False,False
1559,5,110.93.252.224,45.168,,110.93.192.0/18,PK,TWA,False,False
1559,6,*,,,,,,False,True
1559,7,198.11.129.117,108.647,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1559,8,*,,,,,,False,True
1559,9,*,,,,,,False,True
1559,10,*,,,,,,False,True
1559,11,47.246.167.168,109.123,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1637,1,192.168.100.1,0.305,,,,RFC1918,True,False
1637,2,70.70.71.137,2.733,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1637,3,110.93.212.161,2.073,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1637,4,110.93.252.50,20.492,,110.93.192.0/18,PK,TWA,False,False
1637,5,110.93.252.224,20.883,,110.93.192.0/18,PK,TWA,False,False
1637,6,*,,,,,,False,True
1637,7,*,,,,,,False,True
1637,8,*,,,,,,False,True
1637,9,*,,,,,,False,True
1637,10,*,,,,,,False,True
1637,255,47.246.167.168,102.983,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1718,1,192.168.100.1,0.319,,,,RFC1918,True,False
1718,2,70.70.71.137,13.485,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1718,3,110.93.212.161,14.761,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1718,4,110.93.252.50,38.228,,110.93.192.0/18,PK,TWA,False,False
1718,5,110.93.252.224,38.808,,110.93.192.0/18,PK,TWA,False,False
1718,6,*,,,,,,False,True
1718,7,198.11.129.117,101.866,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1718,8,*,,,,,,False,True
1718,9,*,,,,,,False,True
1718,10,*,,,,,,False,True
1718,11,47.246.167.168,100.993,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1799,1,192.168.100.1,0.264,,,,RFC1918,True,False
1799,2,70.70.71.137,1.437,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1799,3,110.93.212.161,2.237,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1799,4,110.93.252.50,20.424,,110.93.192.0/18,PK,TWA,False,False
1799,5,110.93.252.224,21.051,,110.93.192.0/18,PK,TWA,False,False
1799,6,*,,,,,,False,True
1799,7,198.11.129.117,96.503,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1799,8,*,,,,,,False,True
1799,9,*,,,,,,False,True
1799,10,*,,,,,,False,True
1799,11,47.246.167.168,101.144,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1879,1,192.168.100.1,0.301,,,,RFC1918,True,False
1879,2,70.70.71.137,1.665,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1879,3,110.93.212.161,2.232,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1879,4,110.93.252.50,20.361,,110.93.192.0/18,PK,TWA,False,False
1879,5,110.93.252.224,20.813,,110.93.192.0/18,PK,TWA,False,False
1879,6,*,,,,,,False,True
1879,7,198.11.129.117,96.59,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1879,8,*,,,,,,False,True
1879,9,*,,,,,,False,True
1879,10,*,,,,,,False,True
1879,11,47.246.167.168,100.853,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1958,1,192.168.100.1,0.273,,,,RFC1918,True,False
1958,2,70.70.71.137,1.489,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
1958,3,110.93.212.161,2.24,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
1958,4,110.93.252.50,20.647,,110.93.192.0/18,PK,TWA,False,False
1958,5,110.93.252.224,20.685,,110.93.192.0/18,PK,TWA,False,False
1958,6,*,,,,,,False,True
1958,7,198.11.129.117,99.064,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
1958,8,*,,,,,,False,True
1958,9,*,,,,,,False,True
1958,10,*,,,,,,False,True
1958,11,47.246.167.168,100.837,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2037,1,192.168.100.1,0.443,,,,RFC1918,True,False
2037,2,70.70.71.137,3.431,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2037,3,110.93.212.161,1.973,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2037,4,110.93.252.50,20.87,,110.93.192.0/18,PK,TWA,False,False
2037,5,110.93.252.224,20.736,,110.93.192.0/18,PK,TWA,False,False
2037,6,*,,,,,,False,True
2037,7,198.11.129.117,96.439,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2037,8,*,,,,,,False,True
2037,9,*,,,,,,False,True
2037,10,*,,,,,,False,True
2037,11,47.246.167.168,100.851,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2119,1,192.168.100.1,0.286,,,,RFC1918,True,False
2119,2,70.70.71.137,1.359,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2119,3,110.93.212.161,1.993,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2119,4,110.93.252.50,20.333,,110.93.192.0/18,PK,TWA,False,False
2119,5,110.93.252.224,21.472,,110.93.192.0/18,PK,TWA,False,False
2119,6,*,,,,,,False,True
2119,7,198.11.129.117,96.244,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2119,8,*,,,,,,False,True
2119,9,*,,,,,,False,True
2119,10,*,,,,,,False,True
2119,11,47.246.167.168,100.632,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2199,1,192.168.100.1,0.275,,,,RFC1918,True,False
2199,2,70.70.71.137,1.508,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2199,3,110.93.212.161,2.086,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2199,4,110.93.252.50,20.628,,110.93.192.0/18,PK,TWA,False,False
2199,5,110.93.252.224,22.229,,110.93.192.0/18,PK,TWA,False,False
2199,6,*,,,,,,False,True
2199,7,*,,,,,,False,True
2199,8,*,,,,,,False,True
2199,9,*,,,,,,False,True
2199,10,*,,,,,,False,True
2199,255,47.246.167.168,100.561,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2277,1,192.168.100.1,0.298,,,,RFC1918,True,False
2277,2,70.70.71.137,1.409,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2277,3,110.93.212.161,1.997,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2277,4,110.93.252.50,20.569,,110.93.192.0/18,PK,TWA,False,False
2277,5,110.93.252.224,20.628,,110.93.192.0/18,PK,TWA,False,False
2277,6,*,,,,,,False,True
2277,7,*,,,,,,False,True
2277,8,*,,,,,,False,True
2277,9,*,,,,,,False,True
2277,10,*,,,,,,False,True
2277,255,47.246.167.168,100.767,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2359,1,192.168.100.1,0.342,,,,RFC1918,True,False
2359,2,70.70.71.137,2.53,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2359,3,110.93.212.161,1.932,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2359,4,110.93.252.50,20.502,,110.93.192.0/18,PK,TWA,False,False
2359,5,110.93.252.224,20.647,,110.93.192.0/18,PK,TWA,False,False
2359,6,*,,,,,,False,True
2359,7,198.11.129.117,96.283,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2359,8,*,,,,,,False,True
2359,9,*,,,,,,False,True
2359,10,*,,,,,,False,True
2359,11,47.246.167.168,100.9,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2437,1,192.168.100.1,0.287,,,,RFC1918,True,False
2437,2,70.70.71.137,1.398,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2437,3,110.93.212.161,1.827,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2437,4,110.93.252.50,20.529,,110.93.192.0/18,PK,TWA,False,False
2437,5,110.93.252.224,20.838,,110.93.192.0/18,PK,TWA,False,False
2437,6,*,,,,,,False,True
2437,7,198.11.129.117,96.163,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2437,8,*,,,,,,False,True
2437,9,*,,,,,,False,True
2437,10,*,,,,,,False,True
2437,11,47.246.167.168,100.822,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2520,1,192.168.100.1,0.326,,,,RFC1918,True,False
2520,2,70.70.71.137,1.283,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2520,3,110.93.212.161,2.252,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2520,4,110.93.252.50,20.495,,110.93.192.0/18,PK,TWA,False,False
2520,5,110.93.252.224,20.749,,110.93.192.0/18,PK,TWA,False,False
2520,6,*,,,,,,False,True
2520,7,198.11.129.117,96.439,45102.0,198.11.128.0/18,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2520,8,*,,,,,,False,True
2520,9,*,,,,,,False,True
2520,10,*,,,,,,False,True
2520,11,47.246.167.168,100.833,45102.0,47.246.160.0/21,US,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",False,False
2598,1,192.168.100.1,0.282,,,,RFC1918,True,False
2598,2,70.70.71.137,1.738,6327.0,70.68.0.0/14,CA,"SHAW - Shaw Communications, CA",False,False
2598,3,110.93.212.161,2.138,38193.0,110.93.212.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
2598,4,110.93.252.50,20.384,,110.93.192.0/18,PK,TWA,False,False
