trace_id,trace_time,isp,target_hostname,target_ip,observed_path,bgp_paths_found,validation,partial_type
2,2026-06-14T14:25:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
4,2026-06-14T14:25:40+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
17,2026-06-14T14:26:13+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
21,2026-06-14T14:26:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
22,2026-06-14T14:26:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
27,2026-06-14T14:27:16+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
39,2026-06-14T14:28:35+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
53,2026-06-14T14:29:53+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
63,2026-06-14T14:30:11+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
64,2026-06-14T14:30:11+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
65,2026-06-14T14:30:15+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
71,2026-06-14T14:30:39+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
74,2026-06-14T14:31:20+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
77,2026-06-14T14:31:28+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
81,2026-06-14T14:40:27+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
86,2026-06-14T14:40:45+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
97,2026-06-14T14:41:16+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
101,2026-06-14T14:41:46+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
103,2026-06-14T14:41:50+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
106,2026-06-14T14:42:09+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
120,2026-06-14T14:43:38+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
130,2026-06-14T14:44:46+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
142,2026-06-14T14:45:05+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
143,2026-06-14T14:45:08+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
146,2026-06-14T14:45:17+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
150,2026-06-14T14:45:32+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
157,2026-06-14T14:46:29+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
158,2026-06-14T14:46:32+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
163,2026-06-14T14:55:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
167,2026-06-14T14:55:43+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
174,2026-06-14T14:56:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
181,2026-06-14T14:56:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
183,2026-06-14T14:56:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
187,2026-06-14T14:57:17+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
199,2026-06-14T14:58:36+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
212,2026-06-14T14:59:54+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
220,2026-06-14T15:00:04+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
221,2026-06-14T15:00:06+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
226,2026-06-14T15:00:16+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
232,2026-06-14T15:00:39+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
235,2026-06-14T15:01:19+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
238,2026-06-14T15:01:29+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
242,2026-06-14T15:10:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
249,2026-06-14T15:10:50+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
254,2026-06-14T15:11:11+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
261,2026-06-14T15:11:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
263,2026-06-14T15:11:53+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
266,2026-06-14T15:12:11+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
277,2026-06-14T15:13:30+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
292,2026-06-14T15:14:57+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
301,2026-06-14T15:15:08+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
304,2026-06-14T15:15:15+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
308,2026-06-14T15:15:16+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
310,2026-06-14T15:15:32+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
315,2026-06-14T15:16:22+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
318,2026-06-14T15:16:27+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
322,2026-06-14T15:25:38+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
328,2026-06-14T15:25:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
336,2026-06-14T15:26:08+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
341,2026-06-14T15:26:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
342,2026-06-14T15:26:43+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
346,2026-06-14T15:27:11+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
360,2026-06-14T15:28:43+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
374,2026-06-14T15:29:56+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
379,2026-06-14T15:30:04+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
383,2026-06-14T15:30:07+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
386,2026-06-14T15:30:15+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
389,2026-06-14T15:30:31+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
396,2026-06-14T15:31:23+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
398,2026-06-14T15:31:30+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
401,2026-06-14T15:40:31+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
407,2026-06-14T15:40:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
414,2026-06-14T15:41:06+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
421,2026-06-14T15:41:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
422,2026-06-14T15:41:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
426,2026-06-14T15:42:17+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
438,2026-06-14T15:43:34+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
454,2026-06-14T15:44:59+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
460,2026-06-14T15:45:08+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,371,partial,interesting
463,2026-06-14T15:45:10+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,371,partial,interesting
464,2026-06-14T15:45:11+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
469,2026-06-14T15:45:29+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,333,partial,interesting
475,2026-06-14T15:46:20+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,370,partial,interesting
478,2026-06-14T15:46:33+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,370,partial,interesting
481,2026-06-14T15:55:26+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,371,partial,interesting
486,2026-06-14T15:55:39+00:00,ptcl,nadra.gov.pk,2.19.193.138,17557 > 2914 > 20940,336,partial,interesting
487,2026-06-14T15:55:40+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,333,partial,interesting
496,2026-06-14T15:56:13+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,372,partial,interesting
501,2026-06-14T15:56:48+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,336,partial,interesting
502,2026-06-14T15:56:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,336,partial,interesting
506,2026-06-14T15:57:16+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,370,partial,interesting
518,2026-06-14T15:58:33+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
530,2026-06-14T15:59:49+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,334,partial,interesting
537,2026-06-14T16:00:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
543,2026-06-14T16:00:10+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
544,2026-06-14T16:00:13+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
551,2026-06-14T16:00:38+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
557,2026-06-14T16:01:24+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
558,2026-06-14T16:01:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
561,2026-06-14T16:10:28+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
564,2026-06-14T16:10:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
576,2026-06-14T16:11:15+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
581,2026-06-14T16:11:45+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
582,2026-06-14T16:11:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
585,2026-06-14T16:12:05+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
597,2026-06-14T16:13:35+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
610,2026-06-14T16:14:47+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
616,2026-06-14T16:15:00+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
621,2026-06-14T16:15:05+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
625,2026-06-14T16:15:11+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
632,2026-06-14T16:15:37+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
635,2026-06-14T16:16:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
637,2026-06-14T16:16:29+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
644,2026-06-14T16:25:39+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
650,2026-06-14T16:25:53+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
656,2026-06-14T16:26:15+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
661,2026-06-14T16:26:48+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
664,2026-06-14T16:26:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
665,2026-06-14T16:27:10+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
678,2026-06-14T16:28:32+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
689,2026-06-14T16:29:47+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
699,2026-06-14T16:30:05+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
700,2026-06-14T16:30:05+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
705,2026-06-14T16:30:16+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
710,2026-06-14T16:30:33+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
716,2026-06-14T16:31:24+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
717,2026-06-14T16:31:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
721,2026-06-14T16:40:33+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
728,2026-06-14T16:40:47+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
737,2026-06-14T16:41:15+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
743,2026-06-14T16:41:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
744,2026-06-14T16:41:55+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
745,2026-06-14T16:42:05+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
757,2026-06-14T16:43:32+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
770,2026-06-14T16:44:55+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
779,2026-06-14T16:45:07+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
783,2026-06-14T16:45:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
786,2026-06-14T16:45:19+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
789,2026-06-14T16:45:28+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
796,2026-06-14T16:46:23+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
798,2026-06-14T16:46:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
802,2026-06-14T16:55:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
808,2026-06-14T16:55:46+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
813,2026-06-14T16:56:08+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
822,2026-06-14T16:56:52+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
823,2026-06-14T16:56:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
825,2026-06-14T16:57:10+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
838,2026-06-14T16:58:34+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
853,2026-06-14T16:59:59+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
861,2026-06-14T17:00:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
862,2026-06-14T17:00:14+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
863,2026-06-14T17:00:16+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
869,2026-06-14T17:00:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,332,partial,interesting
874,2026-06-14T17:01:19+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
878,2026-06-14T17:01:32+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
882,2026-06-14T17:10:35+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
888,2026-06-14T17:10:47+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
897,2026-06-14T17:11:17+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
902,2026-06-14T17:11:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
903,2026-06-14T17:11:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,335,partial,interesting
905,2026-06-14T17:12:06+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
922,2026-06-14T17:13:43+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
936,2026-06-14T17:15:00+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
938,2026-06-14T17:15:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
942,2026-06-14T17:15:08+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
943,2026-06-14T17:15:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
949,2026-06-14T17:15:27+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,332,partial,interesting
956,2026-06-14T17:16:28+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
958,2026-06-14T17:16:31+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
961,2026-06-14T17:25:25+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
969,2026-06-14T17:25:48+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
975,2026-06-14T17:26:10+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
982,2026-06-14T17:26:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,335,partial,interesting
983,2026-06-14T17:26:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
985,2026-06-14T17:27:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
999,2026-06-14T17:28:42+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
1013,2026-06-14T17:29:51+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
1021,2026-06-14T17:30:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
1022,2026-06-14T17:30:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
1024,2026-06-14T17:30:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
1030,2026-06-14T17:30:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,332,partial,interesting
1036,2026-06-14T17:31:24+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
1037,2026-06-14T17:31:31+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
1043,2026-06-14T17:40:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
1049,2026-06-14T17:40:51+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
1056,2026-06-14T17:41:17+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
1062,2026-06-14T17:41:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,335,partial,interesting
1064,2026-06-14T17:41:56+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
1065,2026-06-14T17:42:07+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
1079,2026-06-14T17:43:37+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
1090,2026-06-14T17:44:50+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
1098,2026-06-14T17:45:03+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
1099,2026-06-14T17:45:04+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
1100,2026-06-14T17:45:05+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
1110,2026-06-14T17:45:29+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,332,partial,interesting
1117,2026-06-14T17:46:28+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
1118,2026-06-14T17:46:29+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
1121,2026-06-14T17:55:35+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
1124,2026-06-14T17:55:41+00:00,ptcl,nadra.gov.pk,2.19.193.138,17557 > 2914 > 20940,335,partial,interesting
1127,2026-06-14T17:55:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
1137,2026-06-14T17:56:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
1141,2026-06-14T17:56:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
1142,2026-06-14T17:56:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,335,partial,interesting
1146,2026-06-14T17:57:11+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
1157,2026-06-14T17:58:39+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
1170,2026-06-14T17:59:48+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,333,partial,interesting
1182,2026-06-14T18:00:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,340,partial,interesting
1186,2026-06-14T18:00:15+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,370,partial,interesting
1187,2026-06-14T18:00:18+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,370,partial,interesting
1190,2026-06-14T18:00:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,332,partial,interesting
1196,2026-06-14T18:01:20+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,369,partial,interesting
1197,2026-06-14T18:01:23+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,369,partial,interesting
1201,2026-06-14T18:10:31+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,370,partial,interesting
1209,2026-06-14T18:10:50+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,332,partial,interesting
1217,2026-06-14T18:11:08+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,371,partial,interesting
1223,2026-06-14T18:11:50+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,335,partial,interesting
1224,2026-06-14T18:11:53+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,335,partial,interesting
1225,2026-06-14T18:12:07+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,369,partial,interesting
1237,2026-06-14T18:13:38+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,340,partial,interesting
