trace_id,trace_time,isp,target_hostname,target_ip,observed_path,bgp_paths_found,validation,partial_type
3500,2026-06-15T01:15:06+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3502,2026-06-15T01:15:07+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3510,2026-06-15T01:15:31+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3517,2026-06-15T01:16:29+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3518,2026-06-15T01:16:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3521,2026-06-15T01:25:26+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3529,2026-06-15T01:25:51+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3532,2026-06-15T01:26:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3541,2026-06-15T01:26:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3543,2026-06-15T01:26:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3545,2026-06-15T01:27:06+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3559,2026-06-15T01:28:43+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3570,2026-06-15T01:29:50+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3577,2026-06-15T01:30:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3583,2026-06-15T01:30:13+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3584,2026-06-15T01:30:13+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3589,2026-06-15T01:30:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3597,2026-06-15T01:31:26+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3598,2026-06-15T01:31:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3602,2026-06-15T01:40:38+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3605,2026-06-15T01:40:41+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3615,2026-06-15T01:41:08+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3622,2026-06-15T01:41:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3623,2026-06-15T01:41:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3625,2026-06-15T01:42:09+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3637,2026-06-15T01:43:29+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3650,2026-06-15T01:44:50+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3659,2026-06-15T01:45:05+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3661,2026-06-15T01:45:07+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3663,2026-06-15T01:45:07+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3672,2026-06-15T01:45:40+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3676,2026-06-15T01:46:20+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3677,2026-06-15T01:46:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3682,2026-06-15T01:55:32+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3691,2026-06-15T01:55:53+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3697,2026-06-15T01:56:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3701,2026-06-15T01:56:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3702,2026-06-15T01:56:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3706,2026-06-15T01:57:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3717,2026-06-15T01:58:32+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3731,2026-06-15T01:59:53+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3735,2026-06-15T02:00:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3742,2026-06-15T02:00:11+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3744,2026-06-15T02:00:13+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3750,2026-06-15T02:00:28+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3754,2026-06-15T02:01:21+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3757,2026-06-15T02:01:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3762,2026-06-15T02:10:37+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3770,2026-06-15T02:10:49+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3776,2026-06-15T02:11:13+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3781,2026-06-15T02:11:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3782,2026-06-15T02:11:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3786,2026-06-15T02:12:15+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3799,2026-06-15T02:13:36+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3810,2026-06-15T02:14:48+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3821,2026-06-15T02:15:11+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3822,2026-06-15T02:15:12+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3825,2026-06-15T02:15:14+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3832,2026-06-15T02:15:39+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3836,2026-06-15T02:16:22+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3838,2026-06-15T02:16:29+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3843,2026-06-15T02:25:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3846,2026-06-15T02:25:44+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3853,2026-06-15T02:26:06+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3861,2026-06-15T02:26:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3863,2026-06-15T02:26:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3867,2026-06-15T02:27:14+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3877,2026-06-15T02:28:35+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3897,2026-06-15T02:30:01+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3899,2026-06-15T02:30:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3902,2026-06-15T02:30:06+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3905,2026-06-15T02:30:14+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3911,2026-06-15T02:30:40+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3915,2026-06-15T02:31:19+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
3916,2026-06-15T02:31:19+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3921,2026-06-15T02:40:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
3929,2026-06-15T02:40:50+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
3935,2026-06-15T02:41:12+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
3941,2026-06-15T02:41:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
3942,2026-06-15T02:41:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
3945,2026-06-15T02:42:14+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
3957,2026-06-15T02:43:31+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
3970,2026-06-15T02:44:51+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
3980,2026-06-15T02:45:04+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
3981,2026-06-15T02:45:06+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
3984,2026-06-15T02:45:10+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
3992,2026-06-15T02:45:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
3996,2026-06-15T02:46:22+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
3998,2026-06-15T02:46:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4001,2026-06-15T02:55:30+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4008,2026-06-15T02:55:48+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4016,2026-06-15T02:56:11+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4021,2026-06-15T02:56:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4022,2026-06-15T02:56:46+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4027,2026-06-15T02:57:15+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4039,2026-06-15T02:58:41+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4052,2026-06-15T02:59:50+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4058,2026-06-15T03:00:05+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4063,2026-06-15T03:00:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4064,2026-06-15T03:00:12+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4072,2026-06-15T03:00:39+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4076,2026-06-15T03:01:26+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4078,2026-06-15T03:01:32+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4081,2026-06-15T03:10:32+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4086,2026-06-15T03:10:42+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4094,2026-06-15T03:11:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4101,2026-06-15T03:11:54+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4102,2026-06-15T03:11:55+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4106,2026-06-15T03:12:12+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4119,2026-06-15T03:13:43+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4134,2026-06-15T03:14:53+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4139,2026-06-15T03:15:06+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4141,2026-06-15T03:15:11+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4145,2026-06-15T03:15:17+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4150,2026-06-15T03:15:33+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4156,2026-06-15T03:16:20+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4157,2026-06-15T03:16:25+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4162,2026-06-15T03:25:34+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4168,2026-06-15T03:25:47+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4176,2026-06-15T03:26:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4181,2026-06-15T03:26:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4182,2026-06-15T03:26:45+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4185,2026-06-15T03:27:05+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4200,2026-06-15T03:28:43+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4213,2026-06-15T03:29:54+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4224,2026-06-15T03:30:12+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4225,2026-06-15T03:30:14+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4226,2026-06-15T03:30:14+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4231,2026-06-15T03:30:39+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4235,2026-06-15T03:31:20+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4238,2026-06-15T03:31:31+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4242,2026-06-15T03:40:38+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4244,2026-06-15T03:40:42+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4253,2026-06-15T03:41:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4262,2026-06-15T03:41:50+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4263,2026-06-15T03:41:51+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4265,2026-06-15T03:42:14+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4278,2026-06-15T03:43:38+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4292,2026-06-15T03:44:51+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4298,2026-06-15T03:45:06+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4303,2026-06-15T03:45:10+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4304,2026-06-15T03:45:11+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4310,2026-06-15T03:45:37+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4317,2026-06-15T03:46:29+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4318,2026-06-15T03:46:29+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4321,2026-06-15T03:55:28+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4329,2026-06-15T03:55:54+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4332,2026-06-15T03:56:06+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4341,2026-06-15T03:56:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4342,2026-06-15T03:56:42+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4347,2026-06-15T03:57:18+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4358,2026-06-15T03:58:37+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4370,2026-06-15T03:59:48+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4377,2026-06-15T04:00:03+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4380,2026-06-15T04:00:09+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4384,2026-06-15T04:00:14+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4390,2026-06-15T04:00:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4396,2026-06-15T04:01:25+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4397,2026-06-15T04:01:27+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4401,2026-06-15T04:10:26+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4410,2026-06-15T04:10:49+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4413,2026-06-15T04:11:05+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4421,2026-06-15T04:11:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4423,2026-06-15T04:11:49+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4427,2026-06-15T04:12:17+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4436,2026-06-15T04:13:30+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4454,2026-06-15T04:15:00+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4457,2026-06-15T04:15:02+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4461,2026-06-15T04:15:04+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4462,2026-06-15T04:15:06+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4470,2026-06-15T04:15:28+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4475,2026-06-15T04:16:19+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4477,2026-06-15T04:16:27+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4481,2026-06-15T04:25:27+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4487,2026-06-15T04:25:45+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4496,2026-06-15T04:26:15+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4501,2026-06-15T04:26:46+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4504,2026-06-15T04:26:55+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4506,2026-06-15T04:27:13+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4517,2026-06-15T04:28:29+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4530,2026-06-15T04:29:47+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4535,2026-06-15T04:30:01+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4540,2026-06-15T04:30:04+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4543,2026-06-15T04:30:08+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4548,2026-06-15T04:30:27+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4556,2026-06-15T04:31:20+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4558,2026-06-15T04:31:21+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4562,2026-06-15T04:40:32+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4568,2026-06-15T04:40:43+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4575,2026-06-15T04:41:07+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4581,2026-06-15T04:41:44+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4582,2026-06-15T04:41:45+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4586,2026-06-15T04:42:11+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4596,2026-06-15T04:43:30+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4612,2026-06-15T04:44:57+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4619,2026-06-15T04:45:04+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4623,2026-06-15T04:45:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4624,2026-06-15T04:45:10+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4632,2026-06-15T04:45:37+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4637,2026-06-15T04:46:32+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4639,2026-06-15T04:46:33+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4641,2026-06-15T04:55:31+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4644,2026-06-15T04:55:43+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
4657,2026-06-15T04:56:18+00:00,ptcl,dawn.com,172.67.72.98,17557 > 3356 > 13335,370,partial,interesting
4661,2026-06-15T04:56:47+00:00,cybernet,nadra.gov.pk,2.19.193.138,8529 > 6939 > 20940,334,partial,interesting
4662,2026-06-15T04:56:48+00:00,cybernet,nadra.gov.pk,2.19.193.138,9541 > 8529 > 6939 > 20940,334,partial,interesting
4665,2026-06-15T04:57:11+00:00,zcom,telemart.pk,172.67.195.207,152605 > 38193 > 58453 > 13335,368,partial,interesting
4678,2026-06-15T04:58:40+00:00,ptcl,daraz.pk,47.246.167.168,17557 > 7473 > 4845 > 45102,338,partial,interesting
4691,2026-06-15T04:59:54+00:00,cybernet,hbl.com,45.60.109.176,9541 > 1299 > 19551,332,partial,interesting
4698,2026-06-15T05:00:04+00:00,nayatel,daraz.pk,47.246.167.168,7473 > 4845 > 45102,338,partial,interesting
4700,2026-06-15T05:00:06+00:00,nova,express.com.pk,172.67.174.102,6327 > 38193 > 58453 > 13335,369,partial,interesting
4702,2026-06-15T05:00:09+00:00,ptcl,express.com.pk,172.67.174.102,17557 > 3356 > 13335,369,partial,interesting
4709,2026-06-15T05:00:30+00:00,cybernet,mcb.com.pk,192.124.249.159,1299 > 20773 > 30148,331,partial,interesting
4717,2026-06-15T05:01:30+00:00,nova,telemart.pk,172.67.195.207,6327 > 38193 > 58453 > 13335,368,partial,interesting
4720,2026-06-15T05:01:33+00:00,ptcl,telemart.pk,172.67.195.207,17557 > 3356 > 13335,368,partial,interesting
4723,2026-06-15T05:10:36+00:00,zcom,express.com.pk,172.67.174.102,152605 > 38193 > 58453 > 13335,369,partial,interesting
4726,2026-06-15T05:10:46+00:00,ptcl,mcb.com.pk,192.124.249.159,17557 > 2914 > 30148,331,partial,interesting
