probe_id,target,cls,sector,type1,type2
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015679,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015491,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1015491,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64078,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,inconclusive
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016036,historicalpoint.pk,CDN,Commercial Facilities,local,local
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
62224,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016126,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
7764,historicalpoint.pk,CDN,Commercial Facilities,local,local
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64535,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
1016143,historicalpoint.pk,CDN,Commercial Facilities,local,local
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7613,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,historicalpoint.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
60223,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
65892,historicalpoint.pk,CDN,Commercial Facilities,local,local
