probe_id,target,cls,sector,type1,type2
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016393,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016393,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,trombone_hop
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
64722,sarazcollection.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
65892,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
7613,sarazcollection.pk,CDN,Commercial Facilities,trombone_hop,trombone_hop
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016393,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_rtt
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015491,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015491,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015491,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64535,sarazcollection.pk,CDN,Commercial Facilities,local,local
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015491,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
64722,sarazcollection.pk,CDN,Commercial Facilities,local,local
65892,sarazcollection.pk,CDN,Commercial Facilities,local,local
7613,sarazcollection.pk,CDN,Commercial Facilities,local,local
7764,sarazcollection.pk,CDN,Commercial Facilities,local,local
60223,sarazcollection.pk,CDN,Commercial Facilities,local,local
62224,sarazcollection.pk,CDN,Commercial Facilities,local,local
64078,sarazcollection.pk,CDN,Commercial Facilities,local,local
1014872,sarazcollection.pk,CDN,Commercial Facilities,local,local
1015679,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016036,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
1016126,sarazcollection.pk,CDN,Commercial Facilities,local,local
1016143,sarazcollection.pk,CDN,Commercial Facilities,inconclusive,trombone_hop
