ip,asn,asn_name,country_code,city,lat,lon
172.69.244.98,14789,"CLOUDFLARENET - Cloudflare, Inc., US",US,Karachi,24.8607,67.0011
172.69.244.100,14789,"CLOUDFLARENET - Cloudflare, Inc., US",US,Karachi,24.8607,67.0011
173.192.18.180,36351,"SOFTLAYER - IBM Cloud, US",US,Dallas,32.7797,-96.8022
173.192.18.182,36351,"SOFTLAYER - IBM Cloud, US",US,Dallas,32.7797,-96.8022
173.192.18.184,36351,"SOFTLAYER - IBM Cloud, US",US,Dallas,32.7797,-96.8022
175.107.33.22,23888,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",PK,Islamabad,33.7295,73.089
175.107.33.163,23888,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",PK,Islamabad,33.7295,73.089
181.224.148.5,204800,"WHG-SGP - WHG Hosting Services Ltd, GB",US,Singapore,1.29531,103.79
181.224.148.7,204800,"WHG-SGP - WHG Hosting Services Ltd, GB",US,Singapore,1.29531,103.79
182.23.9.138,4800,"LINTASARTA-AS-AP - PT Aplikanusa Lintasarta, ID",ID,Bekasi,-6.2244,106.9726
182.176.2.17,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Lahore,31.5826,74.3276
184.104.189.74,6939,"HURRICANE - Hurricane Electric LLC, US",US,Brooklyn,40.694,-73.9901
184.104.192.67,6939,"HURRICANE - Hurricane Electric LLC, US",US,Miami,25.7617,-80.1918
184.104.192.136,6939,"HURRICANE - Hurricane Electric LLC, US",US,Warsaw,52.2297,21.0122
184.104.193.102,6939,"HURRICANE - Hurricane Electric LLC, US",US,Marseille,43.2965,5.36978
184.104.194.201,6939,"HURRICANE - Hurricane Electric LLC, US",US,Sofia,42.7027,23.3063
184.104.196.174,6939,"HURRICANE - Hurricane Electric LLC, US",US,Singapore,1.35208,103.82
184.104.197.215,6939,"HURRICANE - Hurricane Electric LLC, US",US,Chicago,41.8781,-87.6298
184.104.198.59,6939,"HURRICANE - Hurricane Electric LLC, US",US,Atlanta,33.7555,-84.3915
184.104.199.10,6939,"HURRICANE - Hurricane Electric LLC, US",US,Shinagawa,35.6174,139.748
184.105.64.202,6939,"HURRICANE - Hurricane Electric LLC, US",US,Dubai,25.0264,55.1866
184.105.80.46,6939,"HURRICANE - Hurricane Electric LLC, US",US,Longmont,40.1773,-105.1009
184.105.213.117,6939,"HURRICANE - Hurricane Electric LLC, US",US,Shinagawa,35.6174,139.748
184.105.213.241,6939,"HURRICANE - Hurricane Electric LLC, US",US,City of London,51.513,-0.0434635
184.105.213.247,6939,"HURRICANE - Hurricane Electric LLC, US",US,Marseille,43.2965,5.36978
184.105.222.149,6939,"HURRICANE - Hurricane Electric LLC, US",US,Williamsburg,37.2757,-76.7098
184.105.223.134,6939,"HURRICANE - Hurricane Electric LLC, US",US,Singapore,1.35208,103.82
185.1.226.163,,,,Sofia,42.6216,23.3786
185.178.208.132,57724,"DDOS-GUARD - DDOS-GUARD LTD, RU",RU,Rostov-on-Don,47.2431,39.702
192.124.249.5,30148,"SUCURI-SEC - Sucuri, US",US,Menifee,33.7283,-117.1464
192.124.249.159,30148,"SUCURI-SEC - Sucuri, US",US,Menifee,33.7283,-117.1464
192.250.235.30,204800,"WHG-SGP - WHG Hosting Services Ltd, GB",GB,Singapore,1.35208,103.82
192.250.239.194,51713,"WHG-LON - WHG Hosting Services Ltd, GB",GB,London,51.5081,-0.1278
195.22.192.139,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Rome,41.7652,12.3405
195.22.198.88,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Palermo,38.1157,13.3615
195.22.209.198,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,London,51.5074,-0.127758
195.22.209.220,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,London,51.5074,-0.127758
195.22.212.149,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Milan,45.4642,9.18998
195.201.80.141,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.4777,12.3649
195.229.6.33,8966,"Etisalat-AS - EMIRATES TELECOMMUNICATIONS GROUP COMPANY (ETISALAT GROUP) PJSC, AE",AE,Abu Dhabi,24.4539,54.3773
198.38.80.5,51713,"WHG-LON - WHG Hosting Services Ltd, GB",GB,Poole,50.7252,-1.95775
198.38.80.7,51713,"WHG-LON - WHG Hosting Services Ltd, GB",GB,Poole,50.7252,-1.95775
198.54.120.127,22612,"NAMECHEAP-NET - Namecheap, Inc., US",US,Chicago,41.8781,-87.6298
199.193.7.174,22612,"NAMECHEAP-NET - Namecheap, Inc., US",US,Phoenix,33.4483,-112.073
202.70.157.143,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Karachi,24.7984,67.1054
202.83.160.210,23888,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",PK,Islamabad,33.7322,73.09
202.125.134.66,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Lahore,31.5277,74.3317
202.127.73.43,4637,"ASN-TELSTRA-GLOBAL - Telstra Global, HK",HK,Singapore,1.35208,103.82
202.142.160.201,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,Lahore,31.5826,74.3276
202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,Lahore,31.5826,74.3276
202.142.172.236,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",PK,Lahore,31.5826,74.3276
202.163.94.90,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Karachi,24.8544,67.0258
202.163.97.213,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Lahore,31.5826,74.3276
202.163.100.236,,,,Lahore,31.5826,74.3276
202.163.100.245,,,,Lahore,31.5826,74.3276
203.82.55.51,23674,"NAYATEL-PK - Nayatel (Pvt) Ltd, PK",PK,Islamabad,33.7233,73.0435
203.101.172.157,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Karachi,24.981,67.0727
203.101.184.78,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Lahore,31.5826,74.3276
203.101.184.80,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Lahore,31.5826,74.3276
203.101.189.254,9541,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",PK,Islamabad,33.7233,73.0435
203.135.63.1,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Lahore,31.5204,74.3587
206.148.22.141,7578,"GSL - Global Secure Layer, AU",US,New York,40.7128,-74.006
206.148.27.1,7578,"GSL - Global Secure Layer, AU",US,Alexandria,-33.9182,151.189
206.148.27.235,7578,"GSL - Global Secure Layer, AU",US,Alexandria,-33.9182,151.189
208.77.64.22,16260,"GTT-AUS - GTT - EMEA Ltd., GB",US,Los Angeles,34.0549,-118.243
208.77.64.23,16260,"GTT-AUS - GTT - EMEA Ltd., GB",US,Los Angeles,34.0549,-118.243
209.85.168.130,15169,,US,Montreal,45.5019,-73.5674
212.95.37.19,28753,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
212.95.37.21,28753,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
212.95.37.23,28753,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
212.95.37.25,28753,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
212.95.63.9,28753,"LEASEWEB-DE-FRA-10 - Leaseweb Deutschland GmbH, DE",DE,Frankfurt am Main,50.097,8.63006
212.221.95.185,3257,"GTT-BACKBONE - GTT Communications Inc., US",US,Düsseldorf,51.223,6.78245
212.222.130.97,3257,"GTT-BACKBONE - GTT Communications Inc., US",US,Düsseldorf,51.223,6.78245
213.133.117.180,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Nuremberg,49.4543,11.0746
213.133.117.197,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.475,12.365
213.133.119.5,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.133.119.10,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.133.119.11,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.133.119.12,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.144.170.13,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Rome,41.7652,12.3405
213.144.170.29,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Rome,41.7652,12.3405
213.144.176.141,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Paris,48.8566,2.35222
213.144.176.160,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Paris,48.8566,2.35222
213.144.176.232,6762,"SEABONE-NET - TELECOM ITALIA SPARKLE S.p.A., IT",IT,Paris,48.8566,2.35222
213.202.1.195,8529,"OMANTEL-AS - Zain Omantel International FZ-LLC, AE",AE,Muscat,23.588,58.3829
213.202.6.197,8529,"OMANTEL-AS - Zain Omantel International FZ-LLC, AE",AE,Muscat,23.588,58.3829
213.202.7.208,8529,"OMANTEL-AS - Zain Omantel International FZ-LLC, AE",AE,Muscat,23.588,58.3829
213.202.7.209,8529,"OMANTEL-AS - Zain Omantel International FZ-LLC, AE",AE,Muscat,23.588,58.3829
213.239.224.9,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.26,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.239.224.38,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Tuusula,60.4032,25.0321
213.239.224.65,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.73,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.81,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.97,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.105,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.113,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Frankfurt am Main,50.1109,8.68213
213.239.224.165,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.475,12.365
213.239.224.169,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.475,12.365
213.239.252.230,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.475,12.365
213.239.252.234,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Falkenstein,50.475,12.365
213.239.254.233,24940,"HETZNER-AS - Hetzner Online GmbH, DE",DE,Nuremberg,49.4543,11.0746
213.242.83.222,3356,"LEVEL3 - Level 3 Parent, LLC, US",GB,Geneva,46.2044,6.14316
213.242.115.18,3356,"LEVEL3 - Level 3 Parent, LLC, US",GB,Marseille,43.2965,5.36978
213.248.91.46,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Solna,59.3689,18.0084
213.248.91.143,1299,"TWELVE99 - Arelion Sweden AB, SE",SE,Singapore,1.29531,103.79
216.66.40.66,6939,"HURRICANE - Hurricane Electric LLC, US",US,Miami,25.7617,-80.1918
221.120.200.3,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Karachi,24.8591,66.9983
221.120.202.48,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Karachi,24.8591,66.9983
221.120.202.49,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Karachi,24.8591,66.9983
221.120.208.6,9557,"PKTELECOM-AS-PK - Paknet Limited Merged into PTCL, PK",PK,Lahore,31.5204,74.3587
221.120.215.18,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Lahore,31.5204,74.3587
221.120.236.30,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Bhimber,32.9747,74.0785
221.120.242.101,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Rawalpindi,33.5651,73.0169
221.120.242.113,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Rawalpindi,33.5651,73.0169
221.120.249.15,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Karachi,24.909,67.1217
221.120.249.233,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",PK,Karachi,24.909,67.1217
221.132.113.201,38193,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",PK,Karachi,24.8608,67.0104
223.120.23.5,58453,"CMI-INT-HK - China Mobile International Limited, HK",HK,Kwai Chung,22.3616,114.133
223.121.3.97,58453,"CMI-INT-HK - China Mobile International Limited, HK",HK,Kwai Chung,22.3616,114.133
223.121.3.98,58453,"CMI-INT-HK - China Mobile International Limited, HK",HK,Kwai Chung,22.3616,114.133
