msm_id,target,probe_id,isp,sector,endtime,n_hops,trombone,exit_cc,handoff_isp,foreign_hop_index,as_path
189032884,careers635.com.pk,62224,transworld,Commercial Facilities,1783810673,4,False,,,,"[null, null, null, ""17557""]"
189032884,careers635.com.pk,64078,tes,Commercial Facilities,1783810737,12,False,,,,"[null, null, ""135407"", null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1014872,fasttel,Commercial Facilities,1783810855,13,False,,,,"[null, null, null, ""17557"", null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1015679,nova,Commercial Facilities,1783810855,13,False,,,,"[null, ""6327"", ""38193"", null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016036,cybernet,Commercial Facilities,1783810886,14,False,,,,"[null, ""9541"", null, null, ""9541"", null, null, ""9557"", null, null, null, null, null, null]"
189032884,careers635.com.pk,1016126,ptcl,Commercial Facilities,1783810833,13,False,,,,"[null, ""17557"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016143,cybernet,Commercial Facilities,1783810892,14,False,,,,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1016393,ptcl,Commercial Facilities,1783810774,1,False,,,,[null]
189032884,careers635.com.pk,7613,zcom,Commercial Facilities,1783810899,13,False,,,,"[""152605"", ""38193"", null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64535,orbit,Commercial Facilities,1783810988,16,False,,,,"[null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,64722,tes,Commercial Facilities,1783810961,10,False,,,,"[null, ""135407"", ""38193"", null, null, null, null, null, null, null]"
189032884,careers635.com.pk,65892,nayatel,Commercial Facilities,1783810959,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,60223,nayatel,Commercial Facilities,1783814331,8,False,,,,"[null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,62224,transworld,Commercial Facilities,1783814283,4,False,,,,"[null, null, null, ""17557""]"
189032884,careers635.com.pk,64078,tes,Commercial Facilities,1783814331,11,False,,,,"[null, null, ""135407"", null, null, null, null, null, null, null, null]"
189032884,careers635.com.pk,1014872,fasttel,Commercial Facilities,1783814456,12,False,,,,"[null, null, null, ""17557"", null, null, null, null, null, null, null, null]"
