msm_id,target,probe_id,dest_rtt,gap,trombone,p05,p95,evidence_supported,final_verdict
189032884,careers635.com.pk,1016036,189.072,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.307,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.358,True,False,,,False,False
189032884,careers635.com.pk,1016393,72.444,False,False,,,False,False
189032884,careers635.com.pk,7613,22.266,False,False,,,False,False
189032884,careers635.com.pk,64535,42.101,True,False,,,False,False
189032884,careers635.com.pk,64722,2.862,False,False,,,False,False
189032884,careers635.com.pk,65892,3.592,False,False,,,False,False
189032884,careers635.com.pk,60223,2.757,False,False,,,False,False
189032884,careers635.com.pk,62224,1002.409,True,False,,,False,False
189032884,careers635.com.pk,64078,24.773,False,False,,,False,False
189032884,careers635.com.pk,1014872,9.886,False,False,,,False,False
189032884,careers635.com.pk,1015679,33.31,True,False,,,False,False
189032884,careers635.com.pk,1016036,189.645,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.184,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.341,True,False,,,False,False
189032884,careers635.com.pk,1016393,200.686,False,False,,,False,False
189032884,careers635.com.pk,7613,22.383,True,False,,,False,False
189032884,careers635.com.pk,64535,42.307,True,False,,,False,False
189032884,careers635.com.pk,64722,3.673,False,False,,,False,False
189032884,careers635.com.pk,65892,3.546,False,False,,,False,False
189032884,careers635.com.pk,60223,2.818,False,False,,,False,False
189032884,careers635.com.pk,62224,1007.952,True,False,,,False,False
189032884,careers635.com.pk,64078,24.786,False,False,,,False,False
189032884,careers635.com.pk,1014872,11.206,False,False,,,False,False
189032884,careers635.com.pk,1015679,28.86,False,False,,,False,False
189032884,careers635.com.pk,1016036,189.472,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.461,False,False,,,False,False
189032884,careers635.com.pk,1016143,25.022,True,False,,,False,False
189032884,careers635.com.pk,1016393,33.421,False,False,,,False,False
189032884,careers635.com.pk,7613,22.401,False,False,,,False,False
189032884,careers635.com.pk,64535,42.36,True,False,,,False,False
189032884,careers635.com.pk,64722,3.467,False,False,,,False,False
189032884,careers635.com.pk,65892,3.8,False,False,,,False,False
189032884,careers635.com.pk,60223,3.095,False,False,,,False,False
189032884,careers635.com.pk,62224,1008.034,True,False,,,False,False
189032884,careers635.com.pk,64078,24.634,False,False,,,False,False
189032884,careers635.com.pk,1014872,11.114,False,False,,,False,False
189032884,careers635.com.pk,1015679,22.434,True,False,,,False,False
189032884,careers635.com.pk,1016036,189.567,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.025,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.261,True,False,,,False,False
189032884,careers635.com.pk,1016393,38.131,False,False,,,False,False
189032884,careers635.com.pk,7613,22.318,False,False,,,False,False
189032884,careers635.com.pk,64722,3.325,False,False,,,False,False
189032884,careers635.com.pk,65892,3.329,False,False,,,False,False
189032884,careers635.com.pk,60223,2.718,False,False,,,False,False
189032884,careers635.com.pk,62224,1000.083,True,False,,,False,False
189032884,careers635.com.pk,64078,24.823,False,False,,,False,False
189032884,careers635.com.pk,1014872,9.368,False,False,,,False,False
189032884,careers635.com.pk,1015679,23.3,False,False,,,False,False
189032884,careers635.com.pk,1016036,189.528,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.272,True,False,,,False,False
189032884,careers635.com.pk,1016143,24.305,True,False,,,False,False
189032884,careers635.com.pk,1016393,78.266,False,False,,,False,False
189032884,careers635.com.pk,7613,22.334,False,False,,,False,False
189032884,careers635.com.pk,64535,42.396,True,False,,,False,False
189032884,careers635.com.pk,64722,2.879,False,False,,,False,False
189032884,careers635.com.pk,65892,3.767,False,False,,,False,False
189032884,careers635.com.pk,60223,2.974,False,False,,,False,False
189032884,careers635.com.pk,62224,1001.125,True,False,,,False,False
189032884,careers635.com.pk,64078,24.461,False,False,,,False,False
189032884,careers635.com.pk,1014872,7.544,True,False,,,False,False
189032884,careers635.com.pk,1015679,25.356,True,False,,,False,False
189032884,careers635.com.pk,1016036,189.21,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.108,True,False,,,False,False
189032884,careers635.com.pk,1016143,24.264,True,False,,,False,False
189032884,careers635.com.pk,1016393,33.134,True,False,,,False,False
189032884,careers635.com.pk,7613,22.376,True,False,,,False,False
189032884,careers635.com.pk,64535,43.699,True,False,,,False,False
189032884,careers635.com.pk,64722,3.634,False,False,,,False,False
189032884,careers635.com.pk,65892,3.059,False,False,,,False,False
189032884,careers635.com.pk,60223,3.104,False,False,,,False,False
189032884,careers635.com.pk,62224,1010.055,True,False,,,False,False
189032884,careers635.com.pk,64078,24.513,False,False,,,False,False
189032884,careers635.com.pk,1014872,10.071,False,False,,,False,False
189032884,careers635.com.pk,1015679,47.591,True,False,,,False,False
189032884,careers635.com.pk,1016036,189.161,True,False,,,False,False
189032884,careers635.com.pk,1016126,49.578,False,False,,,False,False
189032884,careers635.com.pk,1016143,24.462,True,False,,,False,False
189032884,careers635.com.pk,1016393,34.154,False,False,,,False,False
189032884,careers635.com.pk,7613,23.71,False,False,,,False,False
