probe_id,probe_isp,target,cls,distance_km,theoretical_ms,measured_ms,ratio,intercity
7613,zcom,excise.gos.pk,Pakistan,904.1,8.854,16.5,1.86,True
7764,ptcl,excise.gos.pk,Pakistan,906.1,8.874,21.9,2.47,True
60223,nayatel,excise.gos.pk,Pakistan,1018.2,9.972,20.8,2.09,True
62224,transworld,excise.gos.pk,Pakistan,906.0,8.872,20.5,2.31,True
64078,tes,excise.gos.pk,Pakistan,906.7,8.879,23.0,2.59,True
64535,orbit,excise.gos.pk,Pakistan,816.1,7.992,35.0,4.38,True
64722,tes,excise.gos.pk,Pakistan,126.8,1.242,3.4,2.74,True
65892,nayatel,excise.gos.pk,Pakistan,906.5,8.878,22.7,2.56,True
1014872,fasttel,excise.gos.pk,Pakistan,1009.7,9.888,21.9,2.21,True
1015491,zcom,excise.gos.pk,Pakistan,909.5,8.907,98.9,11.1,True
1015679,nova,excise.gos.pk,Pakistan,906.9,8.881,17.9,2.02,True
1016126,ptcl,excise.gos.pk,Pakistan,126.7,1.241,25.7,20.71,True
1016143,cybernet,excise.gos.pk,Pakistan,126.8,1.242,4.6,3.7,True
1016154,cybernet,excise.gos.pk,Pakistan,126.7,1.241,4.1,3.3,True
1016393,ptcl,excise.gos.pk,Pakistan,843.3,8.258,25.3,3.06,True
7613,zcom,gbappsup.org.pk,Abroad,2404.1,23.544,131.5,5.59,True
7764,ptcl,gbappsup.org.pk,Abroad,2412.2,23.624,146.9,6.22,True
60223,nayatel,gbappsup.org.pk,Abroad,2175.5,21.306,145.8,6.84,True
62224,transworld,gbappsup.org.pk,Abroad,2412.1,23.622,135.5,5.74,True
64078,tes,gbappsup.org.pk,Abroad,2405.2,23.555,136.9,5.81,True
64535,orbit,gbappsup.org.pk,Abroad,2312.0,22.642,132.9,5.87,True
64722,tes,gbappsup.org.pk,Abroad,2360.2,23.115,120.6,5.22,True
65892,nayatel,gbappsup.org.pk,Abroad,2405.4,23.558,147.0,6.24,True
1014872,fasttel,gbappsup.org.pk,Abroad,2180.2,21.352,138.5,6.49,True
1015491,zcom,gbappsup.org.pk,Abroad,2403.2,23.536,138.1,5.87,True
1015679,nova,gbappsup.org.pk,Abroad,2414.3,23.644,146.7,6.2,True
1016126,ptcl,gbappsup.org.pk,Abroad,2349.8,23.013,150.2,6.53,True
1016143,cybernet,gbappsup.org.pk,Abroad,2350.1,23.015,129.3,5.62,True
1016154,cybernet,gbappsup.org.pk,Abroad,2350.0,23.014,132.9,5.77,True
1016393,ptcl,gbappsup.org.pk,Abroad,2116.5,20.728,151.7,7.32,True
7613,zcom,gbn.net.pk,Pakistan,783.9,7.677,19.3,2.51,True
7764,ptcl,gbn.net.pk,Pakistan,785.9,7.697,21.5,2.79,True
60223,nayatel,gbn.net.pk,Pakistan,901.1,8.825,25.3,2.87,True
62224,transworld,gbn.net.pk,Pakistan,785.8,7.696,22.7,2.95,True
64078,tes,gbn.net.pk,Pakistan,786.4,7.702,25.4,3.3,True
64535,orbit,gbn.net.pk,Pakistan,695.9,6.815,37.7,5.53,True
64722,tes,gbn.net.pk,Pakistan,247.1,2.42,5.4,2.23,True
65892,nayatel,gbn.net.pk,Pakistan,786.3,7.7,25.6,3.32,True
1014872,fasttel,gbn.net.pk,Pakistan,892.4,8.74,25.8,2.95,True
1015491,zcom,gbn.net.pk,Pakistan,789.3,7.73,24.7,3.2,True
1015679,nova,gbn.net.pk,Pakistan,786.7,7.705,20.9,2.71,True
1016126,ptcl,gbn.net.pk,Pakistan,247.0,2.419,27.7,11.45,True
1016143,cybernet,gbn.net.pk,Pakistan,247.1,2.42,7.8,3.22,True
1016154,cybernet,gbn.net.pk,Pakistan,247.0,2.419,7.4,3.06,True
1016393,ptcl,gbn.net.pk,Pakistan,728.5,7.134,28.4,3.98,True
7613,zcom,hostpro.com.pk,Abroad,4563.1,44.689,186.3,4.17,True
7764,ptcl,hostpro.com.pk,Abroad,4555.0,44.61,199.8,4.48,True
60223,nayatel,hostpro.com.pk,Abroad,4819.3,47.197,208.2,4.41,True
62224,transworld,hostpro.com.pk,Abroad,4555.2,44.611,196.7,4.41,True
64078,tes,hostpro.com.pk,Abroad,4562.4,44.682,190.0,4.25,True
64535,orbit,hostpro.com.pk,Abroad,4642.8,45.47,188.2,4.14,True
64722,tes,hostpro.com.pk,Abroad,4727.0,46.294,169.7,3.67,True
65892,nayatel,hostpro.com.pk,Abroad,4562.1,44.679,200.3,4.48,True
1014872,fasttel,hostpro.com.pk,Abroad,4812.5,47.131,188.5,4.0,True
1015491,zcom,hostpro.com.pk,Abroad,4565.0,44.707,191.6,4.29,True
1015679,nova,hostpro.com.pk,Abroad,4553.0,44.59,184.5,4.14,True
1016126,ptcl,hostpro.com.pk,Abroad,4737.4,46.395,187.5,4.04,True
1016143,cybernet,hostpro.com.pk,Abroad,4737.2,46.394,157.9,3.4,True
1016154,cybernet,hostpro.com.pk,Abroad,4737.3,46.394,156.2,3.37,True
1016393,ptcl,hostpro.com.pk,Abroad,4841.0,47.41,193.1,4.07,True
7613,zcom,hrd1902.com.pk,Pakistan,269.1,2.635,36.9,14.0,True
60223,nayatel,hrd1902.com.pk,Pakistan,6.7,0.066,4.0,60.84,False
62224,transworld,hrd1902.com.pk,Pakistan,276.0,2.703,40.5,14.99,True
64078,tes,hrd1902.com.pk,Pakistan,268.8,2.632,4.4,1.67,True
64535,orbit,hrd1902.com.pk,Pakistan,252.9,2.477,38.9,15.7,True
64722,tes,hrd1902.com.pk,Pakistan,1144.0,11.204,25.9,2.31,True
65892,nayatel,hrd1902.com.pk,Pakistan,269.1,2.635,4.4,1.67,True
1014872,fasttel,hrd1902.com.pk,Pakistan,9.4,0.092,5.0,54.54,False
1015491,zcom,hrd1902.com.pk,Pakistan,265.2,2.597,44.6,17.17,True
1015679,nova,hrd1902.com.pk,Pakistan,277.7,2.72,37.5,13.79,True
1016126,ptcl,hrd1902.com.pk,Pakistan,1141.9,11.184,46.2,4.13,True
1016143,cybernet,hrd1902.com.pk,Pakistan,1142.1,11.185,25.3,2.26,True
1016154,cybernet,hrd1902.com.pk,Pakistan,1142.0,11.184,24.9,2.23,True
1016393,ptcl,hrd1902.com.pk,Pakistan,187.7,1.838,35.1,19.1,True
7613,zcom,insta.com.pk,Abroad,11345.6,111.112,195.0,1.75,True
7764,ptcl,insta.com.pk,Abroad,11352.3,111.179,216.2,1.94,True
60223,nayatel,insta.com.pk,Abroad,11071.6,108.43,212.4,1.96,True
62224,transworld,insta.com.pk,Abroad,11352.3,111.178,199.9,1.8,True
64078,tes,insta.com.pk,Abroad,11345.1,111.108,203.0,1.83,True
64535,orbit,insta.com.pk,Abroad,11308.9,110.754,199.7,1.8,True
64722,tes,insta.com.pk,Abroad,11692.0,114.505,183.2,1.6,True
65892,nayatel,insta.com.pk,Abroad,11345.5,111.111,211.6,1.9,True
1014872,fasttel,insta.com.pk,Abroad,11080.8,108.519,200.8,1.85,True
1015491,zcom,insta.com.pk,Abroad,11341.5,111.073,202.7,1.82,True
1015679,nova,insta.com.pk,Abroad,11353.9,111.194,210.9,1.9,True
1016126,ptcl,insta.com.pk,Abroad,11682.0,114.407,220.5,1.93,True
1016143,cybernet,insta.com.pk,Abroad,11682.3,114.41,191.5,1.67,True
1016154,cybernet,insta.com.pk,Abroad,11682.2,114.409,184.6,1.61,True
1016393,ptcl,insta.com.pk,Abroad,11127.5,108.977,217.5,2.0,True
7613,zcom,iub.edu.pk,Pakistan,269.1,2.635,30.3,11.5,True
7764,ptcl,iub.edu.pk,Pakistan,276.1,2.704,25.9,9.58,True
60223,nayatel,iub.edu.pk,Pakistan,6.7,0.066,26.7,406.1,False
62224,transworld,iub.edu.pk,Pakistan,276.0,2.703,34.5,12.77,True
64078,tes,iub.edu.pk,Pakistan,268.8,2.632,16.8,6.38,True
64535,orbit,iub.edu.pk,Pakistan,252.9,2.477,32.8,13.24,True
64722,tes,iub.edu.pk,Pakistan,1144.0,11.204,14.6,1.3,True
65892,nayatel,iub.edu.pk,Pakistan,269.1,2.635,27.3,10.36,True
1014872,fasttel,iub.edu.pk,Pakistan,9.4,0.092,16.5,180.0,False
1015491,zcom,iub.edu.pk,Pakistan,265.2,2.597,33.7,12.97,True
1015679,nova,iub.edu.pk,Pakistan,277.7,2.72,32.2,11.84,True
1016126,ptcl,iub.edu.pk,Pakistan,1141.9,11.184,44.5,3.98,True
1016143,cybernet,iub.edu.pk,Pakistan,1142.1,11.185,17.1,1.53,True
1016154,cybernet,iub.edu.pk,Pakistan,1142.0,11.184,19.0,1.7,True
1016393,ptcl,iub.edu.pk,Pakistan,187.7,1.838,39.8,21.66,True
7613,zcom,ke.com.pk,Abroad,11644.4,114.039,132.7,1.16,True
7764,ptcl,ke.com.pk,Abroad,11651.0,114.104,143.1,1.25,True
60223,nayatel,ke.com.pk,Abroad,11370.8,111.36,136.9,1.23,True
62224,transworld,ke.com.pk,Abroad,11651.0,114.103,137.0,1.2,True
64078,tes,ke.com.pk,Abroad,11643.9,114.034,139.0,1.22,True
64535,orbit,ke.com.pk,Abroad,11610.1,113.703,136.2,1.2,True
64722,tes,ke.com.pk,Abroad,12008.3,117.603,119.9,1.02,True
65892,nayatel,ke.com.pk,Abroad,11644.2,114.037,144.3,1.27,True
1014872,fasttel,ke.com.pk,Abroad,11380.1,111.45,135.9,1.22,True
1015491,zcom,ke.com.pk,Abroad,11640.2,113.998,141.0,1.24,True
1015679,nova,ke.com.pk,Abroad,11652.6,114.119,134.0,1.17,True
1016126,ptcl,ke.com.pk,Abroad,11998.4,117.506,138.6,1.18,True
1016143,cybernet,ke.com.pk,Abroad,11998.6,117.508,128.6,1.09,True
1016154,cybernet,ke.com.pk,Abroad,11998.5,117.507,118.3,1.01,True
1016393,ptcl,ke.com.pk,Abroad,11430.4,111.943,138.7,1.24,True
7613,zcom,kknetworks.com.pk,Pakistan,5.9,0.057,0.8,13.94,False
7764,ptcl,kknetworks.com.pk,Pakistan,11.0,0.108,5.0,46.42,False
60223,nayatel,kknetworks.com.pk,Pakistan,270.4,2.648,7.5,2.83,True
62224,transworld,kknetworks.com.pk,Pakistan,10.9,0.107,3.7,34.61,False
64078,tes,kknetworks.com.pk,Pakistan,4.1,0.04,38.0,955.18,False
64535,orbit,kknetworks.com.pk,Pakistan,118.9,1.165,34.8,29.88,True
64722,tes,kknetworks.com.pk,Pakistan,1035.8,10.144,18.4,1.81,True
65892,nayatel,kknetworks.com.pk,Pakistan,4.4,0.043,7.9,183.32,False
1014872,fasttel,kknetworks.com.pk,Pakistan,261.6,2.562,38.3,14.95,True
1015491,zcom,kknetworks.com.pk,Pakistan,0.3,0.003,8.2,3088.91,False
1015679,nova,kknetworks.com.pk,Pakistan,12.7,0.124,1.9,15.27,False
1016126,ptcl,kknetworks.com.pk,Pakistan,1036.1,10.147,41.2,4.06,True
1016143,cybernet,kknetworks.com.pk,Pakistan,1036.2,10.148,95.4,9.4,True
1016154,cybernet,kknetworks.com.pk,Pakistan,1036.1,10.147,97.1,9.57,True
1016393,ptcl,kknetworks.com.pk,Pakistan,289.1,2.832,14.8,5.23,True
7613,zcom,kppsc.gov.pk,Abroad,5431.4,53.193,138.6,2.61,True
7764,ptcl,kppsc.gov.pk,Abroad,5439.5,53.271,146.2,2.74,True
60223,nayatel,kppsc.gov.pk,Abroad,5176.4,50.694,138.4,2.73,True
62224,transworld,kppsc.gov.pk,Abroad,5439.4,53.27,136.7,2.57,True
64078,tes,kppsc.gov.pk,Abroad,5432.1,53.199,138.4,2.6,True
64535,orbit,kppsc.gov.pk,Abroad,5353.3,52.427,134.8,2.57,True
64722,tes,kppsc.gov.pk,Abroad,5438.5,53.261,119.2,2.24,True
65892,nayatel,kppsc.gov.pk,Abroad,5432.4,53.202,138.9,2.61,True
1014872,fasttel,kppsc.gov.pk,Abroad,5183.0,50.759,136.7,2.69,True
1015491,zcom,kppsc.gov.pk,Abroad,5429.5,53.174,135.5,2.55,True
1015679,nova,kppsc.gov.pk,Abroad,5441.5,53.291,137.3,2.58,True
1016126,ptcl,kppsc.gov.pk,Abroad,5427.9,53.158,140.4,2.64,True
1016143,cybernet,kppsc.gov.pk,Abroad,5428.1,53.16,128.2,2.41,True
1016154,cybernet,kppsc.gov.pk,Abroad,5428.1,53.16,117.9,2.22,True
1016393,ptcl,kppsc.gov.pk,Abroad,5155.1,50.486,139.6,2.77,True
7613,zcom,logon.com.pk,Pakistan,1030.4,10.092,17.2,1.7,True
