hostname,label,category,probe_id,probe_asn,resolved_ips,first_ip_asn,first_ip_asn_name,timestamp
dawn.com,Dawn News,news,60223,23674,104.26.2.124;104.26.3.124;172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:19.413324+00:00
dawn.com,Dawn News,news,62224,38193,104.26.2.124;104.26.3.124;172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:19.413904+00:00
dawn.com,Dawn News,news,7613,152605,104.26.2.124;104.26.3.124;172.67.72.98,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:19.414352+00:00
geo.tv,Geo TV,news,60223,23674,104.16.218.243;104.16.219.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:22.845064+00:00
geo.tv,Geo TV,news,62224,38193,104.16.218.243;104.16.219.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:22.845392+00:00
geo.tv,Geo TV,news,7613,152605,104.16.218.243;104.16.219.243,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:22.845649+00:00
arynews.tv,ARY News,news,60223,23674,104.26.6.13;104.26.7.13;172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:26.138412+00:00
arynews.tv,ARY News,news,62224,38193,104.26.6.13;104.26.7.13;172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:26.138987+00:00
arynews.tv,ARY News,news,7613,152605,104.26.6.13;104.26.7.13;172.67.72.246,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:26.139481+00:00
dunyanews.tv,Dunya News,news,60223,23674,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",2026-06-06T17:16:29.422435+00:00
dunyanews.tv,Dunya News,news,62224,38193,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",2026-06-06T17:16:29.423038+00:00
dunyanews.tv,Dunya News,news,7613,152605,202.142.167.148,9260,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",2026-06-06T17:16:29.423453+00:00
hamariweb.com,HamariWeb,news,60223,23674,104.20.40.53;172.66.171.219,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:32.869497+00:00
hamariweb.com,HamariWeb,news,62224,38193,104.20.40.53;172.66.171.219,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:32.870736+00:00
hamariweb.com,HamariWeb,news,7613,152605,104.20.40.53;172.66.171.219,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:32.871723+00:00
jang.com.pk,Jang News,news,60223,23674,104.17.16.38;104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:36.247135+00:00
jang.com.pk,Jang News,news,62224,38193,104.17.16.38;104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:36.247966+00:00
jang.com.pk,Jang News,news,7613,152605,104.17.16.38;104.18.86.101,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:36.248582+00:00
thenews.com.pk,The News,news,60223,23674,104.17.71.37;104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:39.665945+00:00
thenews.com.pk,The News,news,62224,38193,104.17.71.37;104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:39.666961+00:00
thenews.com.pk,The News,news,7613,152605,104.17.71.37;104.18.83.16,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:39.667735+00:00
express.com.pk,Express Tribune,news,60223,23674,104.21.72.31;172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:43.117467+00:00
express.com.pk,Express Tribune,news,62224,38193,104.21.72.31;172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:43.118464+00:00
express.com.pk,Express Tribune,news,7613,152605,104.21.72.31;172.67.174.102,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:43.119168+00:00
bolnews.com,Bol News,news,60223,23674,104.26.10.66;104.26.11.66;172.67.68.39,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:46.482615+00:00
bolnews.com,Bol News,news,62224,38193,104.26.10.66;104.26.11.66;172.67.68.39,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:46.483057+00:00
bolnews.com,Bol News,news,7613,152605,104.26.10.66;104.26.11.66;172.67.68.39,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:16:46.483431+00:00
samaadigital.com,Samaa TV,news,60223,23674,,,,2026-06-06T17:16:47.708686+00:00
samaadigital.com,Samaa TV,news,62224,38193,,,,2026-06-06T17:16:47.709128+00:00
samaadigital.com,Samaa TV,news,7613,152605,,,,2026-06-06T17:16:47.709531+00:00
