kind,src_probe,src_label,dst_probe,dst_label,dst_ip,status,evidence,exit_name,exit_country,transit_name,max_rtt_ms,dest_rtt_ms,n_hops,reached,rtt_min_ms,rtt_avg_ms,packets_sent,packets_received,measurement_id
ping,1014872,fasttel.isb,1016036,cybernet.hrp,72.255.54.129,no_reply,,,,,,,,,,,3,0,204251006
ping,1014872,fasttel.isb,1016126,ptcl.khi,39.39.112.114,ok,,,,,,,,,38.9,39.7,3,3,204251007
ping,1014872,fasttel.isb,1016143,cybernet.khi,103.244.174.231,no_reply,,,,,,,,,,,3,0,204251016
ping,1015210,ptcl.khi,7613,zcom.lhe,157.20.147.16,ok,,,,,,,,,5.8,6.3,3,3,204251019
ping,1015210,ptcl.khi,60223,nayatel.isb,154.192.15.243,no_reply,,,,,,,,,,,3,0,204251021
ping,1015210,ptcl.khi,62224,transworld.lhe,110.93.235.222,no_reply,,,,,,,,,,,3,0,204251031
ping,1015210,ptcl.khi,64078,tes.lhe,149.40.243.172,no_reply,,,,,,,,,,,3,0,204251094
ping,1015210,ptcl.khi,64722,tes.khi,119.73.97.135,no_reply,,,,,,,,,,,3,0,204251096
ping,1015210,ptcl.khi,65892,nayatel.lhe,154.192.116.198,no_reply,,,,,,,,,,,3,0,204251104
ping,1015210,ptcl.khi,1014872,fasttel.isb,103.189.68.92,no_reply,,,,,,,,,,,3,0,204251108
ping,1015210,ptcl.khi,1015679,nova.lhe,103.184.1.10,no_reply,,,,,,,,,,,3,0,204251111
ping,1015210,ptcl.khi,1016036,cybernet.hrp,72.255.54.129,no_reply,,,,,,,,,,,3,0,204251117
ping,1015210,ptcl.khi,1016126,ptcl.khi,39.39.112.114,ok,,,,,,,,,28.8,30.7,3,3,204251123
ping,1015210,ptcl.khi,1016143,cybernet.khi,103.244.174.231,no_reply,,,,,,,,,,,3,0,204251126
ping,1015679,nova.lhe,7613,zcom.lhe,157.20.147.16,no_result,,,,,,,,,,,,,204251132
ping,1015679,nova.lhe,60223,nayatel.isb,154.192.15.243,no_result,,,,,,,,,,,,,204251140
ping,1015679,nova.lhe,62224,transworld.lhe,110.93.235.222,no_result,,,,,,,,,,,,,204251143
ping,1015679,nova.lhe,64078,tes.lhe,149.40.243.172,no_result,,,,,,,,,,,,,204251146
ping,1015679,nova.lhe,64722,tes.khi,119.73.97.135,no_result,,,,,,,,,,,,,204251153
ping,1015679,nova.lhe,65892,nayatel.lhe,154.192.116.198,no_result,,,,,,,,,,,,,204251159
ping,1015679,nova.lhe,1014872,fasttel.isb,103.189.68.92,no_result,,,,,,,,,,,,,204251162
ping,1015679,nova.lhe,1015210,ptcl.khi,182.185.145.65,no_result,,,,,,,,,,,,,204251169
ping,1015679,nova.lhe,1016036,cybernet.hrp,72.255.54.129,no_result,,,,,,,,,,,,,204251174
ping,1015679,nova.lhe,1016126,ptcl.khi,39.39.112.114,no_result,,,,,,,,,,,,,204251183
ping,1015679,nova.lhe,1016143,cybernet.khi,103.244.174.231,no_result,,,,,,,,,,,,,204251193
ping,1016036,cybernet.hrp,7613,zcom.lhe,157.20.147.16,ok,,,,,,,,,115.6,115.8,3,3,204251203
ping,1016036,cybernet.hrp,60223,nayatel.isb,154.192.15.243,no_reply,,,,,,,,,,,3,0,204251218
ping,1016036,cybernet.hrp,62224,transworld.lhe,110.93.235.222,no_reply,,,,,,,,,,,3,0,204251230
ping,1016036,cybernet.hrp,64078,tes.lhe,149.40.243.172,no_reply,,,,,,,,,,,3,0,204251239
ping,1016036,cybernet.hrp,64722,tes.khi,119.73.97.135,no_reply,,,,,,,,,,,3,0,204251252
ping,1016036,cybernet.hrp,65892,nayatel.lhe,154.192.116.198,no_reply,,,,,,,,,,,3,0,204251260
ping,1016036,cybernet.hrp,1014872,fasttel.isb,103.189.68.92,no_reply,,,,,,,,,,,3,0,204251270
ping,1016036,cybernet.hrp,1015210,ptcl.khi,182.185.145.65,ok,,,,,,,,,198.2,198.7,3,3,204251276
ping,1016036,cybernet.hrp,1015679,nova.lhe,103.184.1.10,no_reply,,,,,,,,,,,3,0,204251282
ping,1016036,cybernet.hrp,1016126,ptcl.khi,39.39.112.114,ok,,,,,,,,,187.5,188.0,3,3,204251293
ping,1016036,cybernet.hrp,1016143,cybernet.khi,103.244.174.231,no_reply,,,,,,,,,,,3,0,204251297
ping,1016126,ptcl.khi,7613,zcom.lhe,157.20.147.16,ok,,,,,,,,,25.3,25.7,3,3,204251301
ping,1016126,ptcl.khi,60223,nayatel.isb,154.192.15.243,no_reply,,,,,,,,,,,3,0,204251312
ping,1016126,ptcl.khi,62224,transworld.lhe,110.93.235.222,no_reply,,,,,,,,,,,3,0,204251316
ping,1016126,ptcl.khi,64078,tes.lhe,149.40.243.172,no_reply,,,,,,,,,,,3,0,204251322
ping,1016126,ptcl.khi,64722,tes.khi,119.73.97.135,no_reply,,,,,,,,,,,3,0,204251335
ping,1016126,ptcl.khi,65892,nayatel.lhe,154.192.116.198,no_reply,,,,,,,,,,,3,0,204251340
ping,1016126,ptcl.khi,1014872,fasttel.isb,103.189.68.92,no_reply,,,,,,,,,,,3,0,204251346
ping,1016126,ptcl.khi,1015210,ptcl.khi,182.185.145.65,ok,,,,,,,,,25.4,25.9,3,3,204251359
ping,1016126,ptcl.khi,1015679,nova.lhe,103.184.1.10,no_reply,,,,,,,,,,,3,0,204251366
ping,1016126,ptcl.khi,1016036,cybernet.hrp,72.255.54.129,no_reply,,,,,,,,,,,3,0,204251374
