domain,ip,asn,country,as_name,hosting_location
freshbasket.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fulfillkaro.pk,172.67.176.53,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
fullstop.com.pk,23.227.38.73,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
funmax.pk,14.192.148.222,45814,PK,"FARIYA-PK - Fariya Networks Pvt. Ltd., PK",Local
funstream.pk,103.93.14.5,141711,PK,"FIBERBEAMPVTLTD-AS-AP - Fiber Beam Pvt Limited, PK",Local
fuuast.edu.pk,104.21.19.44,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
g555app.com.pk,104.21.28.67,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gamcamedical.pk,35.213.150.39,19527,US,"GOOGLE-2 - Google LLC, US",Abroad
gamenow.com.pk,134.209.107.221,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
gamestop.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
garderobe.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gbn.net.pk,103.18.243.4,58893,PK,"GESNET-AS-AP - Gemnet Enterprise Solutions Pvt Ltd, PK",Local
gdl.com.pk,54.39.161.51,16276,CA,"OVH - OVH SAS, FR",Abroad
girlgroup.pk,104.21.83.178,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
glowbeauty.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
goldstarjewellers.pk,195.35.62.146,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
gomilaintersole.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
governmentjob.pk,104.21.92.231,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
graceup.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
groupslink.pk,104.21.91.31,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
groupslinks.pk,104.21.14.211,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
gulaal.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
h555.pk,66.29.146.233,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
h55game.pk,192.64.117.44,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
hajwarinetzone.com.pk,204.12.214.188,32097,US,"WII - WholeSale Internet, Inc., US",Abroad
hamzamothercare.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hazecobills.pk,104.21.94.64,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
healthkp.gov.pk,175.107.63.112,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
hecgovt.org.pk,91.230.49.19,62068,NL,"SpectraIP - SpectraIP B.V., NL",Abroad
heelsshoes.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
heeriye.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
heritagejewels.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hesco.gov.pk,163.61.25.23,153561,PK,"PITC1-AS-AP - PITC, PK",Local
highnoon.com.pk,58.27.232.101,38264,PK,"WATEEN-IMS-PK-AS-AP - National WiMAX/IMS environment, PK",Local
hindidubbedmovies.pk,104.21.27.206,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
historicalpoint.pk,172.67.133.154,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
homage.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
homelo.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
honhaarjawan.pk,216.150.16.129,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
hunarmandpunjab.org.pk,31.97.50.160,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
hydrisupermarket.com.pk,104.21.80.22,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
hyundaipower.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
icasiostore.pk,2.57.91.56,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
identityservices.pk,104.21.0.202,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
iescobill.pk,164.68.104.28,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
iescoebill.com.pk,104.21.19.32,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ijazjewllerymahal.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ilmauniversity.edu.pk,161.129.67.250,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
imtiaz.com.pk,172.104.154.175,63949,US,"AKAMAI-LINODE-AP - Akamai Connected Cloud, SG",CDN
imtiazautos.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
imtiazbikerzstudio.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
instaworld.pk,32.194.148.8,14618,US,"AMAZON-AES - Amazon.com, Inc., US",Abroad
interwood.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
islamabadexcise.gov.pk,203.101.184.79,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
iwc.com.pk,172.67.69.250,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jaancollection.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jacquard.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jadeno.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jadeonline.pk,23.227.38.74,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jalalsons.com.pk,44.209.89.206,14618,US,"AMAZON-AES - Amazon.com, Inc., US",Abroad
jdihs.edu.pk,172.67.161.151,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jj77.net.pk,57.128.95.87,16276,FR,"OVH - OVH SAS, FR",Abroad
jjwin.org.pk,192.99.230.86,16276,CA,"OVH - OVH SAS, FR",Abroad
joinasf.gov.pk,172.67.138.225,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jollylolly.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
joystickicelolly.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
julke.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
jw8game.com.pk,141.95.97.70,16276,FR,"OVH - OVH SAS, FR",Abroad
k666.com.pk,184.94.213.189,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
kamaliamart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kamalsolar.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kaprang.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
karachipolice.gov.pk,46.202.138.71,47583,UA,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
karobari.pk,187.77.156.233,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
kasbit.edu.pk,43.255.154.97,26496,SG,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
kasheesboutique.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
katmoviehd.pk,172.67.209.96,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kayseria.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kb.com.pk,202.125.155.66,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
kdramasmaza.com.pk,172.67.141.163,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ke.org.pk,216.198.79.1,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
keduplicatebill.com.pk,172.67.175.246,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kemeistore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kenwoodpakistan.pk,23.227.38.36,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
keonlinebill.pk,172.67.140.106,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kharianpigeons.pk,158.220.105.18,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
kidsmania.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kikocosmetics.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kissanghar.pk,104.21.60.175,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kjunction.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
kk333.com.pk,5.182.209.76,62068,NL,"SpectraIP - SpectraIP B.V., NL",Abroad
kpdata.gov.pk,103.240.220.75,136610,PK,"WIDEBAND-AS-AP - WideBand Communications(Pvt)Ltd, PK",Local
kpst.gov.pk,175.107.63.111,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
ktrade.pk,184.154.121.27,32475,US,"SINGLEHOP-LLC - Internap Holding LLC, US",Abroad
labcloud.pk,95.217.194.112,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
laservision.com.pk,185.230.63.171,58182,IL,"wix_com - Wix.com Ltd., IL",Abroad
lda.gop.pk,104.21.87.190,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
lilcubs.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
linky.pk,104.21.59.216,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
littleplanet.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
littlezclub.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
login.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
londonbridge.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
loyi.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
luxoraa.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mahnur.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
majesticchef.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
maju.edu.pk,110.93.250.7,38193,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",Local
masoodstore.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
masti4u.pk,192.168.20.57,NA,,NA,Abroad
mcsol.com.pk,149.255.58.138,34931,GB,"AWARESOFT - Awareness Software Limited, GB",Abroad
medlifehealthcares.pk,147.93.78.121,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
mehakposh.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mentr.pk,104.21.52.239,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mepcobillcheck.pk,172.67.211.53,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
metallicshome.pk,172.67.147.150,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
millenniumschools.edu.pk,210.56.13.117,7590,PK,"COMSATS - Commission on Science and Technology for, PK",Local
mnptracking.com.pk,162.55.6.40,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
mocciani.com.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mohw.gov.pk,203.101.184.88,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
movies123.pk,185.242.105.192,42532,LV,"VEESP-LV-AS - SIA VEESP, LV",Abroad
mpcl.pk,45.84.207.167,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
mrstore.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mst.net.pk,103.255.149.41,9937,PK,"DELTANET-AS-AP - Delta Networks, PK",Local
mtpi.pk,172.67.171.145,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
mulphilog.com.pk,192.232.221.255,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
myhcm.pk,64.31.40.162,46475,US,"LIMESTONENETWORKS - Limestone Networks, Inc., US",Abroad
n999.com.pk,162.0.215.94,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
naeemelectronics.com.pk,77.37.48.159,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
naqoosh.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
navigator.com.pk,103.79.17.130,138453,PK,"GCSPVTLTD-AS-AP - GCS (Private) Limited, PK",Local
netgate.pk,172.67.74.43,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
netmirror.com.pk,172.67.216.140,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
nextbroadband.pk,185.146.167.201,48254,GB,"TWENTYI - 20i Limited, GB",Abroad
nexton.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ngss.edu.pk,65.108.101.31,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
nhmp.gov.pk,203.101.184.77,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
novelistan.pk,88.222.222.166,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
npcn.com.pk,66.45.245.11,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
npcn.net.pk,66.45.245.11,19318,US,"IS-AS-1 - Interserver, Inc, US",Abroad
nrsp.org.pk,164.92.211.59,14061,US,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",Abroad
ocio.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
olim.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
onedegree.com.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
opmispunjab.gov.pk,10.10.40.39,NA,,NA,Abroad
optp.pk,50.116.84.123,31898,US,"ORACLE-BMC-31898 - Oracle Corporation, US",Abroad
oralmax.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
organicpicks.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
orient.com.pk,172.67.185.178,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
oxford.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pak-game.net.pk,172.67.70.206,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pak92.net.pk,104.26.6.78,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakarmy.com.pk,104.21.0.171,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakmobizone.pk,185.151.30.153,48254,GB,"TWENTYI - 20i Limited, GB",Abroad
pakqatar.com.pk,65.21.229.25,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
paksupergame.pk,104.21.54.233,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
paksuzuki.com.pk,104.21.63.150,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pakwingames.pk,104.21.72.155,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
parishay.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
patel-hospital.org.pk,172.67.144.144,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pbc.com.pk,68.178.237.229,26496,US,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
pbm.gov.pk,203.101.184.77,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
pbte.edu.pk,103.111.161.185,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
peachrepublic.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pef.edu.pk,202.83.171.5,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
pel.com.pk,104.26.1.98,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pescobillonline.pk,89.117.157.84,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pesconlinebill.pk,104.21.58.181,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
peshawarhcmb.gov.pk,182.180.99.148,17557,PK,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",Local
pessi.gop.pk,51.89.192.109,16276,FR,"OVH - OVH SAS, FR",Abroad
petspark.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pfa.gop.pk,104.21.17.231,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pharmahealth.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
phf.gop.pk,162.210.100.75,14555,US,"LIQUIDNETLTD1 - LiquidNet US LLC, US",Abroad
philipspersonalcare.com.pk,104.21.35.209,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
physioshop.pk,34.160.17.71,396982,US,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",Abroad
pifra.gov.pk,203.101.184.118,9541,PK,"CYBERNET-AP - Cyber Internet Services (Pvt) Ltd., PK",Local
pifraregistration.com.pk,148.113.217.244,16276,CA,"OVH - OVH SAS, FR",Abroad
pinkpetals.pk,172.67.129.67,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pinpack.pk,104.21.66.167,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pizzamax.com.pk,162.222.225.163,46606,US,"UNIFIEDLAYER-AS-1 - Unified Layer, US",Abroad
pk1947.pk,162.213.251.85,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
pk365game.pk,172.67.147.35,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pk8888.com.pk,198.54.114.170,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
pkapps.com.pk,191.101.228.34,47583,AE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
pkli.org.pk,104.21.62.204,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pkr98game.net.pk,172.67.210.156,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pkrbet.com.pk,141.95.97.70,16276,FR,"OVH - OVH SAS, FR",Abroad
plussize.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pmei.edu.pk,132.148.165.157,398101,US,"GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
pmfpunjab.edu.pk,103.111.161.129,59323,PK,"PITB-PUNJAB-PK - Punjab Information Technology Board, PK",Local
postextracking.com.pk,5.182.209.35,62068,NL,"SpectraIP - SpectraIP B.V., NL",Abroad
priceit.pk,172.67.164.36,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
protees.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
psosahulat.com.pk,202.61.112.30,152647,PK,"PSOCL-AS-AP - Pakistan State Oil Company Limited, PK",Local
ptclspeed.com.pk,172.67.166.166,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
ptea.org.pk,192.250.239.194,51713,GB,"WHG-LON - WHG Hosting Services Ltd, GB",Abroad
ptpkp.gov.pk,172.67.216.219,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
pyariwalls.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
q789.com.pk,162.0.215.128,22612,US,"NAMECHEAP-NET - Namecheap, Inc., US",Abroad
qadrigadgets.pk,104.21.27.12,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
quest.edu.pk,121.52.154.122,45773,PK,"HECPERN-AS-PK - PERN AS Content Servie Provider, Islamabad, Pakistan, PK",Local
radstore.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rangrasiya.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
readinfos.org.pk,2.57.91.210,47583,CY,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
redragonzone.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
remington.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
revoo-ev.com.pk,8.209.80.98,45102,SG,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",Abroad
rewarisweetmart.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rilancio.pk,23.227.38.32,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
rills.edu.pk,72.62.68.86,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
rmur.edu.pk,135.181.231.223,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
rocketcourier.pk,65.109.23.123,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
rollnoslip.com.pk,147.93.17.44,47583,DE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
safina.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
safoora.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sageleather.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sanitary.pk,148.72.88.31,26496,US,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
sapphirecreative.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sapt.com.pk,20.205.188.222,8075,US,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",Abroad
sarazcollection.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
savourfoods.com.pk,34.1.38.46,19527,US,"GOOGLE-2 - Google LLC, US",Abroad
scarfsnscarf.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
seccap.com.pk,104.21.35.211,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
selecto.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
seran.com.pk,172.67.212.243,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
serenepharma.com.pk,65.21.171.138,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
sesky.pk,103.224.90.140,63956,AU,"INT-5GN-AS-AP - 5G NETWORK OPERATIONS PTY LTD, AU",Abroad
sets.org.pk,178.238.231.52,51167,DE,"CONTABO - Contabo GmbH, DE",Abroad
shaadi.org.pk,103.138.189.59,204800,GB,"WHG-SGP - WHG Hosting Services Ltd, GB",Abroad
shemale.pk,172.67.174.154,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
shesgotleaks.pk,91.215.42.247,57724,RU,"DDOS-GUARD - DDOS-GUARD LTD, RU",Abroad
shopsabroso.pk,23.227.38.72,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
simsim.pk,125.209.88.162,9260,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",Local
simtek.com.pk,184.168.96.149,26496,US,"AS-26496-GO-DADDY-COM-LLC - GoDaddy.com, LLC, US",Abroad
sindhbank.com.pk,34.126.85.212,396982,US,"GOOGLE-CLOUD-PLATFORM - Google LLC, US",Abroad
sindhjobs.pk,84.32.84.114,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
sitarastudio.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
skfans.com.pk,84.32.84.239,47583,LT,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
skillsider.pk,179.61.189.0,47583,AE,"AS-HOSTINGER - Hostinger International Limited, CY",Abroad
skinkit.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
skinsciences.com.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
skywaysonline.pk,181.224.129.196,55293,US,"A2HOSTING - A2 Hosting, Inc., US",Abroad
smartcargo-apx.pk,157.180.4.151,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
smartcargo-vtr.pk,37.27.110.44,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
smarteshop.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
smta.gos.pk,95.216.242.146,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
sngplbil.pk,172.67.147.243,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sogohomestore.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
solarpanelprices.pk,104.21.48.13,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
solhut.pk,18.139.91.216,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
sphf.gos.pk,172.96.186.153,32475,CA,"SINGLEHOP-LLC - Internap Holding LLC, US",Abroad
splashberry.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
sprinkles.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
srso.org.pk,65.108.195.248,24940,DE,"HETZNER-AS - Hetzner Online GmbH, DE",Abroad
starcity.pk,104.21.22.141,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
stationers.pk,23.227.38.71,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
supers9game.com.pk,76.76.21.21,16509,US,"AMAZON-02 - Amazon.com, Inc., US",Abroad
swissmiss.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
swkpk.gov.pk,175.107.63.111,23888,PK,"NTC-AS-AP - National Telecommunication Corporation HQ,, PK",Local
szabmu.edu.pk,104.21.79.85,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
taanabaana.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
tarteeb.pk,23.227.38.65,13335,CA,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
techglobe.pk,172.67.221.188,13335,US,"CLOUDFLARENET - Cloudflare, Inc., US",CDN
