asn,isp,block,target_ip,source,reached,tromboned,status,exit,transit,max_rtt
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,cybernet.hrp,False,False,local,,,42.2
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,cybernet.khi,False,False,local,,,4.2
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,nayatel.isb,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,nova.lhe,False,False,local,,,13.5
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,orbit.fsd,False,False,local,,,39.2
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,42.5
AS17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,cybernet.khi,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,nayatel.isb,False,False,local,,,2.5
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,nova.lhe,False,False,local,,,2.9
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,orbit.fsd,False,False,local,,,40.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.28,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,cybernet.khi,False,False,local,,,4.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,nayatel.isb,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,nova.lhe,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,orbit.fsd,False,False,local,,,40.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.5
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.56,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,cybernet.khi,False,True,trombone,HURRICANE - Hurricane El,?,168.1
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,nayatel.isb,False,False,local,,,3.7
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,nova.lhe,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,orbit.fsd,False,False,local,,,40.7
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.2
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.85,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,cybernet.khi,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,nayatel.isb,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,nova.lhe,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,orbit.fsd,False,False,local,,,40.2
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.4
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.113,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,cybernet.khi,False,False,local,,,3.6
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,nayatel.isb,False,False,local,,,2.6
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,nova.lhe,False,False,local,,,7.5
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,orbit.fsd,False,False,local,,,40.6
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.4
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.142,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,cybernet.khi,False,True,trombone,?,?,98.4
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,nayatel.isb,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,nova.lhe,False,False,local,,,7.5
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,orbit.fsd,False,False,local,,,41.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.170,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,cybernet.khi,False,False,local,,,3.5
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,nayatel.isb,False,False,local,,,3.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,nova.lhe,False,False,local,,,6.4
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,orbit.fsd,False,False,local,,,40.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,45.0
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.199,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,cybernet.hrp,False,False,inconclusive,,,61.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,cybernet.khi,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,nayatel.isb,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,nova.lhe,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,orbit.fsd,False,False,local,,,39.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.3
AS17911,Brain Telecommunication Ltd.,203.128.9.0/24,203.128.9.227,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,cybernet.khi,False,False,local,,,22.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,nayatel.isb,False,False,local,,,29.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,nova.lhe,False,False,local,,,3.7
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,orbit.fsd,False,False,local,,,39.1
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.28,zcom.lhe,False,False,local,,,2.0
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,cybernet.khi,False,False,local,,,22.4
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,nayatel.isb,False,False,local,,,30.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,nova.lhe,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,orbit.fsd,False,False,local,,,38.4
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.3
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.56,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,cybernet.khi,False,False,local,,,24.0
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,nayatel.isb,False,False,local,,,31.2
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,nova.lhe,False,False,local,,,3.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,orbit.fsd,False,False,local,,,40.4
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.85,zcom.lhe,False,False,local,,,2.3
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,cybernet.khi,False,False,local,,,22.8
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,nayatel.isb,False,False,local,,,30.7
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,nova.lhe,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,orbit.fsd,False,False,local,,,38.8
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.1
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.113,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,cybernet.khi,False,False,local,,,24.1
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,nayatel.isb,False,False,local,,,30.7
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,nova.lhe,False,False,local,,,3.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,orbit.fsd,False,False,local,,,40.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.142,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,cybernet.khi,False,False,local,,,22.2
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,nayatel.isb,False,False,local,,,31.0
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,nova.lhe,False,False,local,,,4.0
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,orbit.fsd,False,False,local,,,41.1
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.170,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.199,nova.lhe,False,False,local,,,24.7
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.199,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.6
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.199,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.227,nova.lhe,False,False,local,,,30.3
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,41.9
AS17911,Brain Telecommunication Ltd.,203.128.11.0/24,203.128.11.227,zcom.lhe,False,False,local,,,2.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.28,nova.lhe,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.4
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.28,zcom.lhe,False,False,local,,,2.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.56,nova.lhe,False,False,local,,,3.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.56,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.85,nova.lhe,False,False,local,,,4.9
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.85,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.113,nova.lhe,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.142,nova.lhe,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,cybernet.hrp,False,False,local,,,41.6
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,cybernet.khi,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,nayatel.isb,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,nova.lhe,False,False,local,,,8.9
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,orbit.fsd,False,False,local,,,39.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.170,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,cybernet.hrp,False,False,local,,,42.3
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,cybernet.khi,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,nayatel.isb,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,nova.lhe,False,False,local,,,5.9
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,orbit.fsd,False,False,local,,,38.7
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.2
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.199,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,cybernet.hrp,False,False,local,,,41.8
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,cybernet.khi,False,False,local,,,3.0
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,nayatel.isb,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,nova.lhe,False,False,local,,,5.5
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,orbit.fsd,False,False,local,,,42.3
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,42.8
AS17911,Brain Telecommunication Ltd.,203.128.12.0/24,203.128.12.227,zcom.lhe,False,False,local,,,2.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,cybernet.khi,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,nayatel.isb,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,nova.lhe,False,True,trombone,MCIX-AS-AP - MC-IX Matri,Transworld,119.6
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,orbit.fsd,False,False,local,,,40.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.28,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,cybernet.khi,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,nayatel.isb,False,False,local,,,5.0
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,nova.lhe,False,False,local,,,4.0
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,orbit.fsd,False,False,local,,,40.9
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,54.2
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.56,zcom.lhe,False,False,local,,,3.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,cybernet.khi,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,nayatel.isb,False,False,local,,,3.0
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,nova.lhe,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,orbit.fsd,False,False,local,,,40.2
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.5
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.85,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,cybernet.khi,False,False,local,,,6.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,nayatel.isb,False,False,local,,,2.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,nova.lhe,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,orbit.fsd,False,False,local,,,40.6
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.0
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.113,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,cybernet.khi,False,False,local,,,3.3
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,nayatel.isb,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,nova.lhe,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,orbit.fsd,False,False,local,,,40.9
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.8
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.142,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,cybernet.khi,False,False,local,,,4.5
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,nayatel.isb,False,False,local,,,2.9
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,nova.lhe,False,False,local,,,3.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,orbit.fsd,False,False,local,,,40.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.5
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.170,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,cybernet.khi,False,False,local,,,3.5
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,nayatel.isb,False,False,local,,,2.6
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,nova.lhe,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,orbit.fsd,False,False,local,,,39.2
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.199,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,cybernet.khi,False,False,local,,,4.1
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,nayatel.isb,False,False,local,,,2.6
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,nova.lhe,False,False,local,,,3.6
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,orbit.fsd,False,False,local,,,40.4
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.13.0/24,203.128.13.227,zcom.lhe,False,False,local,,,1.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.28,nayatel.isb,False,False,local,,,4.6
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.28,nova.lhe,False,False,local,,,2.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.28,orbit.fsd,False,False,local,,,39.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.0
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.28,zcom.lhe,False,False,local,,,2.0
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.56,nayatel.isb,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.56,nova.lhe,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.56,orbit.fsd,False,False,local,,,41.3
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.56,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.56,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.85,nayatel.isb,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.85,nova.lhe,False,False,local,,,3.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.85,orbit.fsd,False,False,local,,,39.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.85,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.85,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.113,nayatel.isb,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.113,nova.lhe,False,False,local,,,3.2
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.113,orbit.fsd,False,False,local,,,41.1
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.113,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.113,zcom.lhe,False,False,local,,,2.0
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.142,nayatel.isb,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.142,nova.lhe,False,False,local,,,5.4
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.142,orbit.fsd,False,False,local,,,39.6
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.142,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.142,zcom.lhe,False,False,local,,,1.8
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.170,nayatel.isb,False,False,local,,,7.0
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.170,nova.lhe,False,False,local,,,2.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.170,orbit.fsd,False,False,local,,,39.6
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.170,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.7
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.170,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.199,nayatel.isb,False,False,local,,,2.8
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.199,nova.lhe,False,False,local,,,4.4
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.199,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.199,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.227,nayatel.isb,False,False,local,,,3.1
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.227,nova.lhe,False,False,local,,,2.9
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.227,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,43.4
AS17911,Brain Telecommunication Ltd.,203.128.14.0/24,203.128.14.227,zcom.lhe,False,True,trombone,EQUINIX-AP,Transworld,94.2
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,cybernet.hrp,False,False,local,,,42.6
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,cybernet.khi,False,False,local,,,3.6
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,nayatel.isb,False,False,local,,,3.0
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,nova.lhe,False,False,local,,,9.5
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,orbit.fsd,False,False,local,,,38.7
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,ptcl.khi,False,True,trombone,CHINANET-BACKBONE - No.3,PTCL,44.4
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.28,zcom.lhe,False,False,local,,,1.9
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.56,cybernet.hrp,False,False,local,,,41.1
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.56,cybernet.khi,False,False,local,,,4.9
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.56,nayatel.isb,False,False,local,,,2.6
AS17911,Brain Telecommunication Ltd.,203.128.15.0/24,203.128.15.56,nova.lhe,False,False,local,,,3.1
