source,source_id,asn,company,prefix,target_ip,status,evidence,exit_cc,exit_name,transit,max_rtt,reached_isp
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.92.132.0/24,111.92.132.113,local,,,,Transworld,35.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.92.132.0/24,111.92.132.142,local,,,,?,3.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.92.132.0/24,111.92.132.142,local,,,,Transworld,35.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.142,local,,,,Transworld,29.1,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.142,local,,,,?,5.7,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.142,local,,,,174,23.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.142,local,,,,Transworld,21.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.92.132.0/24,111.92.132.170,local,,,,?,4.0,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.92.132.0/24,111.92.132.170,local,,,,Transworld,23.1,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.28,local,,,,?,3.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.28,local,,,,Transworld,30.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.56,trombone,"rtt(jump=74,max=77)",?,,?,77.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.56,local,,,,Transworld,36.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.170,trombone,"rtt(jump=90,max=94)",?,,?,93.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.170,local,,,,Transworld,24.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.170,local,,,,Transworld,20.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.170,local,,,,Transworld,37.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.170,local,,,,?,5.6,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.170,local,,,,174,23.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.170,local,,,,Transworld,21.5,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.231.0/24,118.103.231.199,local,,,,Transworld,20.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.28,local,,,,?,3.3,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.199,local,,,,?,33.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.199,trombone,foreign_hop,US,COGENT-174 - Cogent Comm,?,121.6,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.199,local,,,,174,22.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.199,local,,,,Transworld,20.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.56,local,,,,?,8.3,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.113,local,,,,?,8.1,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.142,local,,,,?,3.3,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.170,local,,,,?,3.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.227,local,,,,?,38.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.227,local,,,,?,3.9,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.227,local,,,,174,23.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,39.34.188.0/24,39.34.188.227,local,,,,Transworld,21.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,182.189.98.0/24,182.189.98.199,local,,,,?,3.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.56,trombone,"rtt(jump=19,max=236)",?,,132165,235.5,True
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.56,local,,,,?,3.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.56,trombone,"rtt(jump=23,max=306)",?,,Transworld,306.4,True
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.56,trombone,"rtt(jump=27,max=261)",?,,132165,261.4,True
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.28,local,,,,Transworld,35.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.28,local,,,,Transworld,21.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.56,local,,,,Transworld,34.2,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.56,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.56,local,,,,174,22.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.56,local,,,,Transworld,21.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.85,local,,,,?,3.2,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.85,local,,,,Transworld,21.8,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.85,local,,,,174,23.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.85,local,,,,Transworld,21.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.56,local,,,,Transworld,21.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.85,local,,,,Transworld,21.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.113,local,,,,?,10.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.113,local,,,,Transworld,21.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.142,local,,,,?,12.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.142,local,,,,Transworld,21.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.113,local,,,,Transworld,23.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.113,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.113,local,,,,174,23.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.113,local,,,,Transworld,20.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.170,local,,,,Transworld,29.1,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.170,local,,,,?,10.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.170,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.199,local,,,,Transworld,39.4,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.199,local,,,,?,12.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.199,local,,,,Transworld,21.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.142,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.142,local,,,,174,23.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.227,local,,,,Transworld,38.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.227,local,,,,?,12.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.138.0/24,59.103.138.227,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.170,local,,,,Transworld,25.4,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.170,local,,,,?,2.9,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.170,local,,,,174,22.5,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.170,local,,,,Transworld,20.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.199,local,,,,Transworld,22.2,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.199,local,,,,?,4.5,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.199,local,,,,174,23.0,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.199,local,,,,Transworld,20.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.237.0/24,118.103.237.142,local,,,,Transworld,33.1,True
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.237.0/24,118.103.237.199,local,,,,Transworld,46.4,True
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.227,local,,,,Transworld,22.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.227,local,,,,?,25.9,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.227,local,,,,174,22.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.246.111.0/24,103.246.111.227,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.142,local,,,,Transworld,37.2,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.142,local,,,,?,3.0,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.142,local,,,,174,23.5,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.142,local,,,,Transworld,21.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.170,local,,,,Transworld,22.7,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.170,local,,,,?,4.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.170,local,,,,?,24.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.170,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.28,trombone,"rtt(jump=23,max=279)",?,,132165,278.8,True
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.28,local,,,,?,3.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.28,trombone,"rtt(jump=23,max=311)",?,,Transworld,311.1,True
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,151.123.225.0/24,151.123.225.28,trombone,"rtt(jump=21,max=227)",?,,132165,227.3,True
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.199,local,,,,Transworld,23.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.199,local,,,,?,3.4,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.199,local,,,,174,23.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/24,151.123.224.199,local,,,,Transworld,19.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.231.28,local,,,,Transworld,21.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.231.28,local,,,,Transworld,19.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.92.135.0/24,111.92.135.227,local,,,,Transworld,25.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.92.135.0/24,111.92.135.227,local,,,,Transworld,21.5,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.92.135.0/24,111.92.135.227,local,,,,?,3.4,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.92.135.0/24,111.92.135.227,local,,,,174,23.1,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.28,local,,,,Transworld,22.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.28,local,,,,Transworld,21.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.28,local,,,,?,3.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.28,local,,,,174,23.2,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.234.170,local,,,,Transworld,28.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.234.170,local,,,,Transworld,19.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.56,local,,,,Transworld,22.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.56,local,,,,Transworld,21.5,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.56,local,,,,?,3.1,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.56,local,,,,174,22.3,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.238.56,local,,,,Transworld,21.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.238.56,local,,,,Transworld,19.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.85,local,,,,Transworld,25.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.85,local,,,,Transworld,21.7,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.85,local,,,,?,3.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.85,local,,,,174,24.1,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.113,local,,,,Transworld,22.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.113,local,,,,Transworld,21.4,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.113,local,,,,?,3.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.113,local,,,,174,23.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.241.199,local,,,,Transworld,31.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.241.199,local,,,,Transworld,19.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.142,local,,,,Transworld,25.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.142,local,,,,Transworld,21.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.142,local,,,,?,3.4,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.142,local,,,,174,21.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.245.85,local,,,,Transworld,21.0,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.245.85,local,,,,Transworld,19.3,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.170,local,,,,Transworld,26.5,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.170,local,,,,Transworld,21.4,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.170,local,,,,?,3.8,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.170,local,,,,174,23.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.248.227,local,,,,Transworld,19.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.199,local,,,,Transworld,21.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.199,local,,,,Transworld,25.2,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.199,local,,,,?,3.6,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.199,local,,,,174,23.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.252.113,inconclusive,,,,Transworld,47.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,151.123.224.0/19,151.123.252.113,local,,,,Transworld,21.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.227,local,,,,Transworld,21.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.227,local,,,,Transworld,23.1,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.227,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,111.88.3.0/24,111.88.3.227,local,,,,174,23.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.28,local,,,,Transworld,22.5,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.28,local,,,,?,3.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.28,local,,,,Transworld,21.8,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.28,local,,,,174,23.1,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.28,local,,,,Transworld,21.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.56,local,,,,Transworld,21.2,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.56,local,,,,Transworld,27.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.56,local,,,,Transworld,21.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.56,local,,,,?,3.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.56,local,,,,174,25.1,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.85,local,,,,Transworld,37.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.85,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.85,local,,,,Transworld,22.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.85,local,,,,Transworld,21.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.85,local,,,,?,3.3,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.85,local,,,,174,23.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.113,local,,,,Transworld,29.0,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.113,local,,,,Transworld,21.5,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.113,local,,,,Transworld,23.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.113,local,,,,Transworld,21.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.113,local,,,,?,4.9,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.113,local,,,,174,22.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.113,local,,,,Transworld,25.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.113,local,,,,Transworld,22.0,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.113,local,,,,?,3.5,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.113,local,,,,174,22.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.142,local,,,,Transworld,28.6,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.142,local,,,,Transworld,21.7,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.142,local,,,,Transworld,22.9,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.142,local,,,,Transworld,20.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.142,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.142,local,,,,174,22.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.170,local,,,,Transworld,33.5,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.170,local,,,,Transworld,21.9,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.142,local,,,,Transworld,24.8,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.142,local,,,,Transworld,21.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.142,local,,,,?,3.5,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.142,local,,,,174,23.4,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.199,local,,,,Transworld,22.1,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.199,local,,,,Transworld,21.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.170,local,,,,Transworld,23.0,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.170,local,,,,Transworld,21.9,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.170,local,,,,?,3.4,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.170,local,,,,174,23.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.170,local,,,,Transworld,26.2,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.170,local,,,,Transworld,21.5,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.170,local,,,,?,5.4,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.170,local,,,,174,23.5,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,103.196.161.0/24,103.196.161.227,local,,,,Transworld,22.6,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.199,local,,,,Transworld,42.7,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.199,local,,,,Transworld,20.8,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.199,local,,,,?,3.2,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.199,local,,,,174,22.8,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.199,local,,,,Transworld,23.3,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.199,local,,,,Transworld,21.7,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.199,local,,,,?,3.1,False
orbit.fsd,64535,132165,Connect Communications (Pvt.) Ltd.,118.103.238.0/24,118.103.238.199,local,,,,174,23.1,False
nova.lhe,1015679,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.227,local,,,,Transworld,23.4,False
zcom.lhe,7613,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.227,local,,,,Transworld,21.6,False
cybernet.khi,1016154,132165,Connect Communications (Pvt.) Ltd.,59.103.139.0/24,59.103.139.227,local,,,,?,3.3,False
