source,source_id,asn,company,prefix,target_ip,status,evidence,exit_cc,exit_name,transit,max_rtt,reached_isp
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,Transworld,5.6,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,9541,42.4,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.3,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,?,3.3,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,?,2.8,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,174,43.5,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.28,local,,,,Transworld,1.8,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,?,3.3,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,9541,42.2,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.1,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,?,3.7,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,?,3.3,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,174,42.1,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.56,local,,,,Transworld,3.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,?,3.6,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,9541,43.9,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.0,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,?,3.3,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,?,2.9,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,174,40.0,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.85,local,,,,Transworld,2.2,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,?,4.0,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,9541,44.3,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.3,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,?,4.9,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,?,3.9,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,174,41.3,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.113,local,,,,Transworld,1.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,?,3.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,9541,41.7,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.2,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,?,3.2,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,?,3.0,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,174,42.0,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.142,local,,,,Transworld,1.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,?,3.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,9541,43.0,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.4,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,?,3.5,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,?,3.4,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,174,41.2,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.170,local,,,,Transworld,1.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,?,3.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,9541,42.6,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.0,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,?,3.7,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,?,3.7,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,174,39.2,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.199,local,,,,Transworld,1.8,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,?,3.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,9541,41.9,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.7,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,?,5.8,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,?,3.2,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,174,42.1,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.7.0/24,203.128.7.227,local,,,,Transworld,1.8,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,local,,,,?,3.3,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,local,,,,9541,42.0,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.3,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,local,,,,?,3.6,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,local,,,,?,3.6,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,inconclusive,,,,?,48.6,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.28,local,,,,152605,1.5,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,?,3.2,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,9541,42.1,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.3,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,?,4.0,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,?,2.6,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,174,38.9,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.56,local,,,,Transworld,1.5,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,?,6.2,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,?,3.3,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,?,2.8,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,174,39.1,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,Transworld,1.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.85,local,,,,9541,41.6,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,?,7.7,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,?,4.5,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,?,3.2,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,174,39.4,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,Transworld,1.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.113,local,,,,9541,41.2,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,?,19.8,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.3,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,?,3.5,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,?,3.3,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,174,39.4,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,Transworld,1.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.142,local,,,,9541,42.6,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,?,10.1,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.7,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,?,3.6,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,?,3.6,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,174,37.9,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,Transworld,1.6,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.170,local,,,,9541,42.0,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,trombone,foreign_hop,AE,OMANTEL-AS - Zain Omante,Transworld,113.8,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,local,,,,?,3.3,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,local,,,,?,3.4,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,local,,,,174,39.5,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,local,,,,Transworld,1.6,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.199,local,,,,9541,41.2,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,?,20.2,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.4,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,?,3.2,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,?,2.9,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,174,41.0,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,Transworld,1.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,122.129.94.0/24,122.129.94.227,local,,,,9541,41.6,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,trombone,"rtt(jump=136,max=139)",?,,17911,139.3,True
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,44.0,True
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,local,,,,?,3.3,True
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,local,,,,?,32.5,True
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,local,,,,Transworld,1.8,True
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,local,,,,9541,42.0,True
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.28,trombone,"rtt(jump=404,max=443)",?,,17911,443.3,True
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,?,4.1,True
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,44.3,True
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,?,21.9,True
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,?,30.3,True
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,Transworld,2.2,True
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,9541,42.9,True
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.56,local,,,,174,41.1,True
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,local,,,,?,3.5,True
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.9,True
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,trombone,"rtt(jump=79,max=83)",?,,?,82.6,True
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,local,,,,?,2.7,True
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,local,,,,Transworld,1.8,True
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,local,,,,9541,43.3,True
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.85,local,,,,174,40.5,True
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,?,3.8,True
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,?,3.5,True
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,?,3.6,True
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,Transworld,1.8,True
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,9541,41.6,True
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.5,True
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.113,local,,,,174,41.2,True
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.31.0/24,203.128.31.28,local,,,,Transworld,1.8,True
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.31.0/24,203.128.31.170,local,,,,?,22.2,True
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,?,7.5,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,Transworld,1.8,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,9541,42.2,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,41.7,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,?,3.5,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,?,3.2,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.142,local,,,,174,40.3,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,Transworld,1.8,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,?,4.5,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.2,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,?,3.6,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,?,3.1,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,174,41.1,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.170,local,,,,9541,43.9,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,Transworld,1.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,?,6.1,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,?,8.0,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,?,3.0,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,174,42.4,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.199,local,,,,9541,42.0,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,Transworld,1.7,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,?,13.5,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,?,4.2,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,?,3.2,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,174,39.2,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.8.0/24,203.128.8.227,local,,,,9541,42.2,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,?,10.5,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.5,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,Transworld,1.6,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,9541,41.9,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,?,3.1,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,?,3.5,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.28,local,,,,174,37.5,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,?,22.9,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.2,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,Transworld,1.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,?,3.8,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,?,3.3,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,174,39.0,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.56,local,,,,9541,41.6,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,?,22.7,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,43.2,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,Transworld,1.5,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,?,3.3,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,?,3.5,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,174,39.3,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.85,local,,,,9541,41.5,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,Transworld,8.7,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.4,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,152605,1.4,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,?,3.6,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,?,3.8,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,174,37.7,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.113,local,,,,9541,41.3,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,Transworld,1.4,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,?,11.7,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.7,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,?,3.1,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,?,4.1,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,174,40.5,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.142,local,,,,9541,42.4,False
zcom.lhe,7613,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,152605,1.4,False
nova.lhe,1015679,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,?,20.1,False
ptcl.khi,1016126,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,trombone,foreign_hop,CN,CHINANET-BACKBONE - No.3,PTCL,42.0,False
cybernet.khi,1016154,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,?,3.1,False
nayatel.isb,60223,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,?,1.8,False
orbit.fsd,64535,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,174,38.3,False
cybernet.hrp,1016036,17911,Brain Telecommunication Ltd.,203.128.22.0/24,203.128.22.170,local,,,,9541,41.6,False
