trace_id,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout
40,2,100.89.32.1,3.111,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
40,3,172.27.0.29,2.961,,,,RFC1918,True,False
40,4,172.27.0.22,2.618,,,,RFC1918,True,False
40,5,172.31.5.170,2.876,,,,RFC1918,True,False
40,6,110.93.202.134,23.041,,110.93.192.0/18,PK,TWA,False,False
40,7,110.93.252.84,22.445,,110.93.192.0/18,PK,TWA,False,False
40,8,110.93.252.201,39.714,,110.93.192.0/18,PK,TWA,False,False
40,9,110.93.197.229,40.045,38193.0,110.93.197.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False
40,10,202.142.160.201,40.416,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
40,11,125.209.73.226,40.462,9260.0,125.209.73.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
40,12,202.142.167.148,40.32,9260.0,202.142.167.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
1,1,192.168.18.1,0.926,,,,RFC1918,True,False
1,2,100.89.32.1,2.641,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
1,3,172.27.0.29,2.714,,,,RFC1918,True,False
1,4,172.27.0.22,2.709,,,,RFC1918,True,False
1,5,172.31.5.170,2.575,,,,RFC1918,True,False
1,6,110.93.202.134,22.695,,110.93.192.0/18,PK,TWA,False,False
1,7,110.93.252.86,22.387,,110.93.192.0/18,PK,TWA,False,False
1,8,110.93.252.136,22.787,,110.93.192.0/18,PK,TWA,False,False
1,9,110.93.252.233,132.931,,110.93.192.0/18,PK,TWA,False,False
1,10,*,,,,,,False,True
1,11,154.54.72.109,129.31,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
1,12,66.28.4.197,200.561,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
1,13,154.54.30.114,200.422,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
1,14,38.122.35.199,210.371,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
1,15,131.125.129.85,210.276,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
1,16,45.60.73.176,199.595,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
6,1,192.168.18.1,0.955,,,,RFC1918,True,False
6,2,100.89.32.1,2.648,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
6,3,172.27.0.29,2.906,,,,RFC1918,True,False
6,4,172.27.0.22,2.599,,,,RFC1918,True,False
6,5,172.31.5.170,3.015,,,,RFC1918,True,False
6,6,110.93.202.134,22.226,,110.93.192.0/18,PK,TWA,False,False
6,7,110.93.252.86,22.643,,110.93.192.0/18,PK,TWA,False,False
6,8,110.93.252.136,22.354,,110.93.192.0/18,PK,TWA,False,False
6,9,110.93.252.233,133.252,,110.93.192.0/18,PK,TWA,False,False
6,10,*,,,,,,False,True
6,11,154.54.72.109,128.914,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
6,12,66.28.4.197,200.305,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
6,13,154.54.30.114,200.519,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
6,14,38.122.35.199,210.085,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
6,15,131.125.129.85,209.694,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
6,16,45.60.73.176,199.856,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
11,1,192.168.18.1,0.917,,,,RFC1918,True,False
11,2,100.89.32.1,2.623,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
11,3,172.27.0.29,2.997,,,,RFC1918,True,False
11,4,172.27.0.22,2.464,,,,RFC1918,True,False
11,5,172.31.5.170,3.014,,,,RFC1918,True,False
11,6,110.93.202.134,22.726,,110.93.192.0/18,PK,TWA,False,False
11,7,110.93.252.86,22.617,,110.93.192.0/18,PK,TWA,False,False
11,8,110.93.252.136,22.305,,110.93.192.0/18,PK,TWA,False,False
11,9,110.93.252.233,133.238,,110.93.192.0/18,PK,TWA,False,False
11,10,*,,,,,,False,True
11,11,154.54.72.109,128.97,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
11,12,66.28.4.197,200.189,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
11,13,154.54.30.114,200.201,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
11,14,38.122.35.199,210.088,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
11,15,131.125.129.85,210.225,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
11,16,45.60.73.176,199.791,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
16,1,192.168.18.1,0.826,,,,RFC1918,True,False
16,2,100.89.32.1,2.793,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
16,3,172.27.0.29,3.033,,,,RFC1918,True,False
16,4,172.27.0.22,2.646,,,,RFC1918,True,False
16,5,172.31.5.170,2.137,,,,RFC1918,True,False
16,6,110.93.202.134,22.789,,110.93.192.0/18,PK,TWA,False,False
16,7,110.93.252.86,22.464,,110.93.192.0/18,PK,TWA,False,False
16,8,110.93.252.136,22.558,,110.93.192.0/18,PK,TWA,False,False
16,9,110.93.252.233,134.347,,110.93.192.0/18,PK,TWA,False,False
16,10,*,,,,,,False,True
16,11,154.54.72.109,128.851,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
16,12,66.28.4.197,200.01,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
16,13,154.54.30.114,200.279,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
16,14,38.122.35.199,210.368,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
16,15,131.125.129.85,209.899,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
16,16,45.60.73.176,199.766,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
21,1,192.168.18.1,0.876,,,,RFC1918,True,False
21,2,100.89.32.1,2.909,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
21,3,172.27.0.29,2.166,,,,RFC1918,True,False
21,4,172.27.0.22,2.501,,,,RFC1918,True,False
21,5,172.31.5.170,2.56,,,,RFC1918,True,False
21,6,110.93.202.134,22.437,,110.93.192.0/18,PK,TWA,False,False
21,7,110.93.252.86,22.444,,110.93.192.0/18,PK,TWA,False,False
21,8,110.93.252.136,22.675,,110.93.192.0/18,PK,TWA,False,False
21,9,110.93.252.233,134.088,,110.93.192.0/18,PK,TWA,False,False
21,10,*,,,,,,False,True
21,11,154.54.72.109,128.655,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
21,12,66.28.4.197,200.424,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
21,13,154.54.30.114,200.304,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
21,14,38.122.35.199,209.875,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
21,15,131.125.129.85,210.16,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
21,16,45.60.73.176,199.841,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
26,1,192.168.18.1,0.645,,,,RFC1918,True,False
26,2,100.89.32.1,2.883,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
26,3,172.27.0.29,2.856,,,,RFC1918,True,False
26,4,172.27.0.22,2.543,,,,RFC1918,True,False
26,5,172.31.5.170,2.784,,,,RFC1918,True,False
26,6,110.93.202.134,22.641,,110.93.192.0/18,PK,TWA,False,False
26,7,110.93.252.86,22.543,,110.93.192.0/18,PK,TWA,False,False
26,8,110.93.252.136,22.38,,110.93.192.0/18,PK,TWA,False,False
26,9,110.93.252.233,134.097,,110.93.192.0/18,PK,TWA,False,False
26,10,*,,,,,,False,True
26,11,154.54.72.109,128.703,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
26,12,66.28.4.197,200.135,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
26,13,154.54.30.114,200.149,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
26,14,38.122.35.199,209.861,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
26,15,131.125.129.85,210.254,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
26,16,45.60.73.176,199.949,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
31,1,192.168.18.1,0.912,,,,RFC1918,True,False
31,2,100.89.32.1,2.722,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
31,3,172.27.0.29,2.897,,,,RFC1918,True,False
31,4,172.27.0.22,2.812,,,,RFC1918,True,False
31,5,172.31.5.170,2.87,,,,RFC1918,True,False
31,6,110.93.202.134,22.864,,110.93.192.0/18,PK,TWA,False,False
31,7,110.93.252.86,22.422,,110.93.192.0/18,PK,TWA,False,False
31,8,110.93.252.136,22.262,,110.93.192.0/18,PK,TWA,False,False
31,9,110.93.252.233,134.219,,110.93.192.0/18,PK,TWA,False,False
31,10,*,,,,,,False,True
31,11,154.54.72.109,129.192,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
31,12,66.28.4.197,200.325,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
31,13,154.54.30.114,199.952,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
31,14,38.122.35.199,209.918,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
31,15,131.125.129.85,210.242,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
31,16,45.60.73.176,200.07,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
36,1,192.168.18.1,0.924,,,,RFC1918,True,False
36,2,100.89.32.1,2.734,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
36,3,172.27.0.29,2.726,,,,RFC1918,True,False
36,4,172.27.0.22,2.23,,,,RFC1918,True,False
36,5,172.31.5.170,2.886,,,,RFC1918,True,False
36,6,110.93.202.134,22.689,,110.93.192.0/18,PK,TWA,False,False
36,7,110.93.252.86,22.65,,110.93.192.0/18,PK,TWA,False,False
36,8,110.93.252.136,22.293,,110.93.192.0/18,PK,TWA,False,False
36,9,110.93.252.233,134.325,,110.93.192.0/18,PK,TWA,False,False
36,10,*,,,,,,False,True
36,11,154.54.72.109,129.144,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
36,12,66.28.4.197,200.191,174.0,66.28.0.0/16,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
36,13,154.54.30.114,200.539,174.0,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
36,14,38.122.35.199,209.961,174.0,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False
36,15,131.125.129.85,210.052,19551.0,131.125.129.0/24,NL,"INCAPSULA - Incapsula Inc, US",False,False
36,16,45.60.73.176,199.89,19551.0,45.60.73.0/24,US,"INCAPSULA - Incapsula Inc, US",False,False
3,1,192.168.18.1,1.027,,,,RFC1918,True,False
3,2,100.89.32.1,2.722,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
3,3,172.27.0.29,2.311,,,,RFC1918,True,False
3,4,172.27.0.22,2.788,,,,RFC1918,True,False
3,5,172.31.5.170,3.025,,,,RFC1918,True,False
3,6,*,,,,,,False,True
3,7,*,,,,,,False,True
3,8,116.51.17.201,128.459,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
3,9,116.51.18.234,201.183,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
3,10,192.124.249.159,128.852,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
8,1,192.168.18.1,0.995,,,,RFC1918,True,False
8,2,100.89.32.1,2.924,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
8,3,172.27.0.29,2.802,,,,RFC1918,True,False
8,4,172.27.0.22,2.606,,,,RFC1918,True,False
8,5,172.31.5.170,2.681,,,,RFC1918,True,False
8,6,*,,,,,,False,True
8,7,*,,,,,,False,True
8,8,116.51.17.201,130.589,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
8,9,116.51.18.234,202.428,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
8,10,192.124.249.159,131.156,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
13,1,192.168.18.1,0.998,,,,RFC1918,True,False
13,2,100.89.32.1,2.792,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
13,3,172.27.0.29,3.008,,,,RFC1918,True,False
13,4,172.27.0.22,2.535,,,,RFC1918,True,False
13,5,172.31.5.170,2.771,,,,RFC1918,True,False
13,6,*,,,,,,False,True
13,7,*,,,,,,False,True
13,8,116.51.17.201,130.923,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
13,9,116.51.18.234,202.339,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
13,10,192.124.249.159,130.984,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
18,1,192.168.18.1,0.831,,,,RFC1918,True,False
18,2,100.89.32.1,2.55,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
18,3,172.27.0.29,2.883,,,,RFC1918,True,False
18,4,172.27.0.22,2.754,,,,RFC1918,True,False
18,5,172.31.5.170,2.793,,,,RFC1918,True,False
18,6,*,,,,,,False,True
18,7,*,,,,,,False,True
18,8,116.51.17.201,130.484,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
18,9,116.51.18.234,202.239,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
18,10,192.124.249.159,130.78,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
23,1,192.168.18.1,0.81,,,,RFC1918,True,False
23,2,100.89.32.1,2.589,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
23,3,172.27.0.29,2.69,,,,RFC1918,True,False
23,4,172.27.0.22,2.267,,,,RFC1918,True,False
23,5,172.31.5.170,2.854,,,,RFC1918,True,False
23,6,*,,,,,,False,True
23,7,*,,,,,,False,True
23,8,116.51.17.201,128.43,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
23,9,116.51.18.234,140.096,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
23,10,192.124.249.159,128.779,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
28,1,192.168.18.1,0.841,,,,RFC1918,True,False
28,2,100.89.32.1,2.812,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
28,3,172.27.0.29,3.06,,,,RFC1918,True,False
28,4,172.27.0.22,2.556,,,,RFC1918,True,False
28,5,172.31.5.170,2.764,,,,RFC1918,True,False
28,6,*,,,,,,False,True
28,7,*,,,,,,False,True
28,8,116.51.17.201,128.862,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
28,9,116.51.18.234,200.498,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
28,10,192.124.249.159,128.883,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
33,1,192.168.18.1,0.893,,,,RFC1918,True,False
33,2,100.89.32.1,2.796,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
33,3,172.27.0.29,2.956,,,,RFC1918,True,False
33,4,172.27.0.22,2.806,,,,RFC1918,True,False
33,5,172.31.5.170,2.826,,,,RFC1918,True,False
33,6,*,,,,,,False,True
33,7,*,,,,,,False,True
33,8,116.51.17.201,128.546,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
33,9,116.51.18.234,200.242,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
33,10,192.124.249.159,128.44,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
38,1,192.168.18.1,0.762,,,,RFC1918,True,False
38,2,100.89.32.1,2.525,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
38,3,172.27.0.29,3.743,,,,RFC1918,True,False
38,4,172.27.0.22,8.16,,,,RFC1918,True,False
38,5,172.31.5.170,7.805,,,,RFC1918,True,False
38,6,*,,,,,,False,True
38,7,*,,,,,,False,True
38,8,116.51.17.201,128.541,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
38,9,116.51.18.234,200.402,2914.0,116.51.16.0/20,SG,"NTT-DATA-2914 - NTT America, Inc., US",False,False
38,10,192.124.249.159,128.828,30148.0,192.124.249.0/24,US,"SUCURI-SEC - Sucuri, US",False,False
4,1,192.168.18.1,0.91,,,,RFC1918,True,False
4,2,100.89.32.1,2.936,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False
4,3,172.27.0.29,2.912,,,,RFC1918,True,False
4,4,172.27.0.22,2.257,,,,RFC1918,True,False
4,5,172.31.5.170,2.704,,,,RFC1918,True,False
4,6,103.213.108.78,2.831,,103.213.108.0/24,PK,HTISPL-PK,False,False
4,7,202.142.160.212,22.745,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
4,8,202.142.160.132,22.595,9260.0,202.142.160.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
4,9,125.209.103.90,22.722,9260.0,125.209.103.0/24,PK,"MULTINET-AS-AP - Multinet Pakistan Pvt. Ltd., PK",False,False
9,1,192.168.18.1,0.95,,,,RFC1918,True,False
