target_hostname,target_label,target_category,probe_id,probe_asn,probe_city,hop,hop_ip,rtt_ms,hop_asn,hop_prefix,hop_country,hop_asn_name,is_private,is_timeout,target_ip,target_asn,target_asn_name,target_country,destination_responded,measurement_id,timestamp
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,1,157.20.147.17,0.597,152605,157.20.147.0/24,PK,"ZCOMNETWORKS-AS-AP - Z COM NETWORKS, PK",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,2,110.93.205.184,1.134,38193,110.93.205.0/24,PK,"TWA-AS-AP - Transworld Associates (Pvt.) Ltd., PK",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,3,110.93.252.48,19.195,,110.93.192.0/18,PK,TWA,False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,4,110.93.252.224,19.37,,110.93.192.0/18,PK,TWA,False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,5,110.93.252.95,115.126,,110.93.192.0/18,PK,TWA,False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,6,*,,,,,,False,True,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,7,154.54.39.225,136.476,174,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,8,154.54.47.137,199.014,174,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,9,154.54.28.30,203.301,174,154.48.0.0/12,US,"COGENT-174 - Cogent Communications, LLC, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,10,38.142.220.26,208.182,174,38.0.0.0/8,US,"COGENT-174 - Cogent Communications, LLC, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,11,140.91.197.132,202.487,31898,140.91.196.0/23,US,"ORACLE-BMC-31898 - Oracle Corporation, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,12,*,,,,,,False,True,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,7613,152605,Pakistan,13,129.121.85.241,205.349,31898,129.121.84.0/22,US,"ORACLE-BMC-31898 - Oracle Corporation, US",False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176970513,2026-06-04T11:31:36.479501
balochistan.gov.pk,Balochistan Govt,government,60223,23674,Pakistan,1,192.168.18.1,1.551,,,,RFC1918,True,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176969455,2026-06-04T11:30:39.999993
balochistan.gov.pk,Balochistan Govt,government,60223,23674,Pakistan,2,100.89.64.1,4.041,,100.64.0.0/10,,SHARED-ADDRESS-SPACE-RFC6598-IANA-RESERVED,False,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176969455,2026-06-04T11:30:39.999993
balochistan.gov.pk,Balochistan Govt,government,60223,23674,Pakistan,3,172.27.0.29,2.982,,,,RFC1918,True,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176969455,2026-06-04T11:30:39.999993
balochistan.gov.pk,Balochistan Govt,government,60223,23674,Pakistan,4,172.27.0.22,2.754,,,,RFC1918,True,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176969455,2026-06-04T11:30:39.999993
balochistan.gov.pk,Balochistan Govt,government,60223,23674,Pakistan,5,172.31.5.170,3.161,,,,RFC1918,True,False,129.121.85.241,31898,"ORACLE-BMC-31898 - Oracle Corporation, US",US,True,176969455,2026-06-04T11:30:39.999993
