trace_time,target_hostname,target_label,target_category,probe_id,probe_asn,probe_asn_reg,probe_city,probe_ip,target_ip,target_asn,target_asn_name,target_country,dest_rtt_ms,total_hops,timeout_hops,asns_in_path,countries_in_path,dest_location,location_via,destination_responded,measurement_id
2026-06-16T05:25:58+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.196,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T05:40:57+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.731,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T05:56:07+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.27,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T06:10:57+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.205,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T06:26:00+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.233,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T06:40:59+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.386,6,6,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T06:56:09+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.339,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T07:11:07+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.313,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T07:25:59+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.549,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T07:41:07+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,176.957,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T07:56:03+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.064,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T08:10:59+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,176.906,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T08:26:06+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.599,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T08:41:08+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.138,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T08:55:57+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.848,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T09:11:03+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.957,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T09:26:05+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.489,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T09:41:11+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.799,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T09:56:01+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,178.976,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T10:10:59+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.144,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T10:26:11+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.066,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T10:41:03+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.344,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T10:55:58+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.202,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T11:11:08+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.061,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T11:26:04+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.237,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T11:41:11+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.495,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T11:56:02+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.555,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T12:11:06+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.779,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T12:25:57+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.279,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T12:40:59+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.264,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T12:56:09+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.273,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T13:11:07+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.963,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T13:26:04+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.389,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T13:41:03+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.162,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T13:56:01+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.066,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-16T14:11:00+00:00,daraz.pk,Daraz,ecommerce,1016036,9541,9541,LocalInternetProj02 Cybernet Haripur,72.255.54.129,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,177.096,7,5,9541 > 45102,PK > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T14:28:35+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.735,8,6,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T14:43:38+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.957,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T14:58:36+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.702,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T15:13:30+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.878,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T15:28:43+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.534,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T15:43:34+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.844,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T15:58:33+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.935,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T16:13:35+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.272,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T16:28:32+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.561,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T16:43:32+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.242,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T16:58:34+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.098,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T17:13:43+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,119.719,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T17:28:42+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.011,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T17:43:37+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.222,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T17:58:39+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.782,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T18:13:38+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.653,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T18:28:42+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.288,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T18:43:36+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.948,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T18:58:36+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.613,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T19:13:38+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.846,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T19:28:40+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.64,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T19:43:37+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.683,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T19:58:34+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.298,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T20:13:38+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.013,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T20:28:39+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.09,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T20:43:35+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.668,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T20:58:39+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.591,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T21:13:39+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.708,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T21:28:38+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.884,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T21:43:28+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.933,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T21:58:43+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.533,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T22:13:41+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.305,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T22:28:42+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.473,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T22:43:35+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.686,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T22:58:42+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.388,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T23:13:40+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.505,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T23:28:34+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.558,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T23:43:30+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.445,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-14T23:58:43+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.691,10,4,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-15T00:13:31+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,122.116,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-15T00:28:32+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.02,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-15T00:43:35+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,116.844,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-15T00:58:41+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.114,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
2026-06-15T01:13:36+00:00,daraz.pk,Daraz,ecommerce,1016126,17557,17557,LocalInternetProj05 PTCL Karachi,39.39.48.53,47.246.167.168,45102,"ALIBABA-CN-NET - Alibaba (US) Technology Co., Ltd., CN",US,117.141,9,5,17557 > 7473 > 4845 > 45102,PK > SG > US,"Singapore, North West, SG",server IP,True,180055878
