hostname,label,category,probe_id,probe_asn,resolved_ips,first_ip_asn,first_ip_asn_name,timestamp
ishopping.pk,iShopping,ecommerce,60223,23674,104.20.47.188;172.66.149.222,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:24.135417+00:00
ishopping.pk,iShopping,ecommerce,62224,38193,104.20.47.188;172.66.149.222;188.114.96.6;188.114.97.6,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:24.136739+00:00
ishopping.pk,iShopping,ecommerce,7613,152605,188.114.96.6;188.114.96.7;188.114.97.6;188.114.97.7,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:24.137890+00:00
alfatah.com.pk,Al-Fatah,ecommerce,60223,23674,46.202.136.217,47583,"AS-HOSTINGER - Hostinger International Limited, CY",2026-06-06T17:48:29.840300+00:00
alfatah.com.pk,Al-Fatah,ecommerce,62224,38193,46.202.136.217,47583,"AS-HOSTINGER - Hostinger International Limited, CY",2026-06-06T17:48:29.840549+00:00
alfatah.com.pk,Al-Fatah,ecommerce,7613,152605,46.202.136.217,47583,"AS-HOSTINGER - Hostinger International Limited, CY",2026-06-06T17:48:29.840737+00:00
sapphireonline.pk,Sapphire Online,ecommerce,60223,23674,64.68.202.16,16686,"EDNS - easyDNS Technologies, Inc., CA",2026-06-06T17:48:35.423766+00:00
sapphireonline.pk,Sapphire Online,ecommerce,62224,38193,64.68.202.16,16686,"EDNS - easyDNS Technologies, Inc., CA",2026-06-06T17:48:35.424414+00:00
sapphireonline.pk,Sapphire Online,ecommerce,7613,152605,64.68.202.16,16686,"EDNS - easyDNS Technologies, Inc., CA",2026-06-06T17:48:35.424827+00:00
khaadi.com,Khaadi,ecommerce,60223,23674,3.160.77.120;3.160.77.15;3.160.77.47;3.160.77.54,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:39.195072+00:00
khaadi.com,Khaadi,ecommerce,62224,38193,3.160.77.120;3.160.77.15;3.160.77.47;3.160.77.54,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:39.195580+00:00
khaadi.com,Khaadi,ecommerce,7613,152605,18.66.78.124;18.66.78.46;18.66.78.8;18.66.78.83;65.9.168.3;65.9.168.34;65.9.168.42;65.9.168.98,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:41.467279+00:00
gulahmedshop.com,Gul Ahmed,ecommerce,60223,23674,23.227.38.65,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:44.968935+00:00
gulahmedshop.com,Gul Ahmed,ecommerce,62224,38193,23.227.38.65,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:44.969395+00:00
gulahmedshop.com,Gul Ahmed,ecommerce,7613,152605,23.227.38.65,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:44.970071+00:00
outfitters.com.pk,Outfitters,ecommerce,60223,23674,23.227.38.32,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:48.445615+00:00
outfitters.com.pk,Outfitters,ecommerce,62224,38193,23.227.38.32,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:48.446180+00:00
outfitters.com.pk,Outfitters,ecommerce,7613,152605,23.227.38.32,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:48.446602+00:00
sargodha.com,Sargodha.com,ecommerce,60223,23674,13.248.169.48;76.223.54.146,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:49.435237+00:00
sargodha.com,Sargodha.com,ecommerce,62224,38193,13.248.169.48;76.223.54.146,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:49.435590+00:00
sargodha.com,Sargodha.com,ecommerce,7613,152605,13.248.169.48;76.223.54.146,16509,"AMAZON-02 - Amazon.com, Inc., US",2026-06-06T17:48:49.435910+00:00
ptcl.com.pk,PTCL,telecom,60223,23674,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",2026-06-06T17:48:55.056813+00:00
ptcl.com.pk,PTCL,telecom,62224,38193,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",2026-06-06T17:48:55.057343+00:00
ptcl.com.pk,PTCL,telecom,7613,152605,221.120.226.61,17557,"PKTELECOM-AS-PK - Pakistan Telecommunication Company Limited, PK",2026-06-06T17:48:55.057707+00:00
jazz.com.pk,Jazz,telecom,60223,23674,104.20.42.250;172.66.168.19,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:58.638796+00:00
jazz.com.pk,Jazz,telecom,62224,38193,104.20.42.250;172.66.168.19,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:58.639149+00:00
jazz.com.pk,Jazz,telecom,7613,152605,104.20.42.250;172.66.168.19,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:48:58.639440+00:00
telenor.com.pk,Telenor Pakistan,telecom,60223,23674,104.18.12.112;104.18.13.112,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:49:01.955802+00:00
telenor.com.pk,Telenor Pakistan,telecom,62224,38193,104.18.12.112;104.18.13.112,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:49:01.956588+00:00
telenor.com.pk,Telenor Pakistan,telecom,7613,152605,104.18.12.112;104.18.13.112,13335,"CLOUDFLARENET - Cloudflare, Inc., US",2026-06-06T17:49:01.957164+00:00
